green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2,Anomaly_ch2
48656,15749,11834,0,0,0,0
48584,15702,11718,0,0,0,0
48515,15658,11604,0,0,0,0
48452,15616,11493,0,0,0,0
48392,15571,11387,0,0,0,0
48334,15526,11286,0,0,0,0
48280,15485,11190,0,0,0,0
48228,15448,11098,0,0,0,0
48176,15414,11011,0,0,0,0
48126,15380,10928,0,0,0,0
48082,15347,10849,0,0,0,0
48041,15315,10773,0,0,0,0
47999,15283,10698,0,0,0,0
47955,15250,10624,0,0,0,0
47911,15221,10552,0,0,0,0
47868,15192,10483,0,0,0,0
47823,15162,10415,0,0,0,0
47780,15134,10351,0,0,0,0
47740,15108,10289,0,0,0,0
47698,15083,10226,0,0,0,0
47652,15057,10160,0,0,0,0
47606,15032,10090,0,0,0,0
47562,15009,10018,0,0,0,0
47517,14986,9947,0,0,0,0
47470,14959,9873,0,0,0,0
47421,14928,9799,0,0,0,0
47366,14893,9724,0,0,0,0
47308,14857,9647,0,0,0,0
47251,14818,9567,0,0,0,0
47194,14778,9481,0,0,0,0
47136,14736,9385,0,0,0,0
47077,14693,9282,0,0,0,0
47014,14647,9177,0,0,0,0
46949,14602,9073,0,0,0,0
46884,14561,8972,0,0,0,0
46817,14522,8868,0,0,0,0
46743,14483,8759,0,0,0,0
46667,14442,8648,0,0,0,0
46595,14402,8536,0,0,0,0
46524,14360,8427,0,0,0,0
46448,14314,8317,0,0,0,0
46372,14266,8201,0,0,0,0
46298,14217,8080,0,0,0,0
46221,14164,7961,0,0,0,0
46142,14110,7845,0,0,0,0
46065,14059,7732,0,0,0,0
45993,14012,7625,0,0,0,0
45925,13966,7519,0,0,0,0
45859,13920,7415,0,0,0,0
45800,13878,7317,0,0,0,0
45750,13844,7236,0,0,0,0
45713,13818,7179,0,0,0,0
45696,13805,7154,0,0,0,0
45711,13811,7175,0,0,0,0
45766,13844,7252,0,0,0,0
45867,13906,7393,0,0,0,0
46019,14002,7609,0,0,0,0
46222,14136,7904,0,0,0,0
46478,14305,8280,0,0,0,0
46788,14507,8734,0,0,0,0
47142,14739,9259,0,0,0,0
47529,14996,9844,0,0,0,0
47942,15271,10474,0,0,0,0
48375,15557,11133,0,0,0,0
48811,15848,11796,0,0,0,0
49235,16136,12447,0,0,0,0
49640,16417,13073,0,0,0,0
50016,16681,13659,0,0,0,0
50359,16920,14195,0,0,0,0
50666,17133,14674,0,0,0,0
50932,17318,15091,0,0,0,0
51155,17472,15442,0,0,0,0
51336,17597,15728,0,0,0,0
51479,17700,15956,0,0,0,0
51586,17780,16131,0,0,0,0
51659,17839,16256,0,0,0,0
51705,17880,16343,0,0,0,0
51732,17908,16402,0,0,0,0
51748,17925,16441,0,0,0,0
51753,17930,16462,0,0,0,0
51748,17929,16470,0,0,0,0
51736,17924,16469,0,0,0,0
51723,17915,16461,0,0,0,0
51708,17902,16448,0,0,0,0
51693,17890,16437,0,0,0,0
51683,17883,16434,0,0,0,0
51677,17881,16437,0,0,0,0
51674,17878,16443,0,0,0,0
51673,17877,16449,0,0,0,0
51672,17874,16454,0,0,0,0
51671,17870,16455,0,0,0,0
51669,17866,16451,0,0,0,0
51668,17864,16441,0,0,0,0
51664,17860,16421,0,0,0,0
51651,17850,16392,0,0,0,0
51623,17831,16348,0,0,0,0
51578,17803,16286,0,0,0,0
51517,17768,16206,0,0,0,0
51440,17720,16103,0,0,0,0
51353,17660,15980,0,0,0,0
51258,17594,15839,0,0,0,0
51156,17524,15690,0,0,0,0
51050,17452,15540,0,0,0,0
50950,17385,15392,0,0,0,0
50866,17328,15250,0,0,0,0
50792,17280,15121,0,0,0,0
50723,17235,15008,0,0,0,0
50660,17196,14915,0,0,0,0
50611,17165,14843,0,0,0,0
50574,17141,14794,0,0,0,0
50546,17121,14763,0,0,0,0
50523,17106,14744,0,0,0,0
50505,17097,14735,0,0,0,0
50494,17094,14731,0,0,0,0
50485,17090,14729,0,0,0,0
50475,17085,14726,0,0,0,0
50467,17084,14721,0,0,0,0
50459,17081,14707,0,0,0,0
50449,17073,14679,0,0,0,0
50433,17057,14638,0,0,0,0
50411,17036,14588,0,0,0,0
50379,17011,14528,0,0,0,0
50337,16978,14458,0,0,0,0
50285,16938,14374,0,0,0,0
50223,16892,14278,0,0,0,0
50152,16841,14171,0,0,0,0
50074,16788,14055,0,0,0,0
49990,16733,13930,0,0,0,0
49904,16676,13802,0,0,0,0
49819,16617,13675,0,0,0,0
49735,16557,13548,0,0,0,0
49649,16498,13417,0,0,0,0
49562,16440,13281,0,0,0,0
49473,16382,13141,0,0,0,0
49380,16323,12996,0,0,0,0
49286,16263,12848,0,0,0,0
49188,16202,12701,0,0,0,0
49089,16139,12556,0,0,0,0
48992,16075,12412,0,0,0,0
48900,16011,12267,0,0,0,0
48808,15949,12123,0,0,0,0
48712,15886,11983,0,0,0,0
48618,15823,11847,0,0,0,0
48526,15761,11712,0,0,0,0
48434,15699,11578,0,0,0,0
48344,15636,11446,0,0,0,0
48253,15574,11315,0,0,0,0
48163,15514,11181,0,0,0,0
48077,15457,11049,0,0,0,0
47998,15404,10923,0,0,0,0
47925,15355,10801,0,0,0,0
47857,15310,10682,0,0,0,0
47792,15265,10565,0,0,0,0
47729,15223,10456,0,0,0,0
47669,15186,10354,0,0,0,0
47610,15152,10258,0,0,0,0
47553,15118,10166,0,0,0,0
47496,15083,10078,0,0,0,0
47440,15050,9993,0,0,0,0
47385,15019,9913,0,0,0,0
47327,14986,9836,0,0,0,0
47266,14949,9758,0,0,0,0
47205,14911,9680,0,0,0,0
47146,14874,9604,0,0,0,0
47089,14839,9531,0,0,0,0
47030,14803,9455,0,0,0,0
46972,14766,9372,0,0,0,0
46915,14730,9283,0,0,0,0
46862,14695,9192,0,0,0,0
46810,14659,9101,0,0,0,0
46758,14623,9010,0,0,0,0
46703,14590,8919,0,0,0,0
46644,14556,8829,0,0,0,0
46582,14519,8736,0,0,0,0
46520,14481,8640,0,0,0,0
46459,14442,8543,0,0,0,0
46393,14400,8446,0,0,0,0
46324,14354,8349,0,0,0,0
46252,14306,8251,0,0,0,0
46177,14259,8153,0,0,0,0
46103,14214,8053,0,0,0,0
46032,14169,7950,0,0,0,0
45963,14125,7844,0,0,0,0
45893,14079,7737,0,0,0,0
45819,14032,7626,0,0,0,0
45745,13984,7510,0,0,0,0
45674,13937,7393,0,0,0,0
45604,13891,7276,0,0,0,0
45534,13844,7160,0,0,0,0
45463,13793,7039,0,0,0,0
45395,13742,6918,0,0,0,0
45330,13693,6797,0,0,0,0
45265,13646,6681,0,0,0,0
45201,13603,6573,0,0,0,0
45143,13568,6480,0,0,0,0
45100,13544,6410,0,0,0,0
45076,13533,6373,0,0,0,0
45080,13541,6378,0,0,0,0
45120,13571,6438,0,0,0,0
45202,13627,6565,0,0,0,0
45333,13715,6766,0,0,0,0
45515,13834,7045,0,0,0,0
45747,13988,7401,0,0,0,0
46029,14177,7831,0,0,0,0
46356,14395,8330,0,0,0,0
46725,14639,8888,0,0,0,0
47129,14904,9494,0,0,0,0
47550,15184,10130,0,0,0,0
47975,15469,10777,0,0,0,0
48392,15754,11414,0,0,0,0
48793,16032,12030,0,0,0,0
49170,16294,12613,0,0,0,0
49513,16531,13151,0,0,0,0
49816,16741,13634,0,0,0,0
50077,16923,14054,0,0,0,0
50296,17074,14410,0,0,0,0
50474,17197,14703,0,0,0,0
50613,17297,14937,0,0,0,0
50717,17375,15115,0,0,0,0
50792,17431,15249,0,0,0,0
50845,17472,15343,0,0,0,0
50880,17501,15406,0,0,0,0
50899,17518,15443,0,0,0,0
50902,17523,15461,0,0,0,0
50896,17523,15461,0,0,0,0
50883,17521,15449,0,0,0,0
50865,17515,15430,0,0,0,0
50847,17506,15412,0,0,0,0
50834,17496,15400,0,0,0,0
50828,17488,15392,0,0,0,0
50825,17482,15389,0,0,0,0
50822,17478,15390,0,0,0,0
50819,17475,15393,0,0,0,0
50817,17474,15397,0,0,0,0
50815,17472,15399,0,0,0,0
50808,17466,15395,0,0,0,0
50795,17458,15381,0,0,0,0
50773,17448,15354,0,0,0,0
50743,17436,15315,0,0,0,0
50700,17413,15257,0,0,0,0
50644,17376,15176,0,0,0,0
50573,17326,15068,0,0,0,0
50488,17263,14935,0,0,0,0
50389,17192,14785,0,0,0,0
50279,17118,14626,0,0,0,0
50164,17043,14462,0,0,0,0
50046,16964,14300,0,0,0,0
49935,16889,14151,0,0,0,0
49839,16825,14021,0,0,0,0
49761,16773,13912,0,0,0,0
49699,16731,13821,0,0,0,0
49653,16698,13751,0,0,0,0
49622,16679,13700,0,0,0,0
49606,16672,13669,0,0,0,0
49604,16672,13654,0,0,0,0
49614,16678,13656,0,0,0,0
49633,16687,13667,0,0,0,0
49654,16700,13681,0,0,0,0
49671,16711,13697,0,0,0,0
49682,16718,13710,0,0,0,0
49690,16722,13718,0,0,0,0
49691,16725,13720,0,0,0,0
49683,16721,13713,0,0,0,0
49667,16713,13696,0,0,0,0
49644,16701,13665,0,0,0,0
49611,16682,13618,0,0,0,0
49567,16654,13559,0,0,0,0
49515,16620,13488,0,0,0,0
49459,16582,13407,0,0,0,0
49399,16542,13317,0,0,0,0
49338,16502,13222,0,0,0,0
49277,16460,13122,0,0,0,0
49212,16413,13016,0,0,0,0
49143,16362,12907,0,0,0,0
49069,16310,12797,0,0,0,0
48991,16258,12682,0,0,0,0
48912,16207,12558,0,0,0,0
48831,16154,12426,0,0,0,0
48746,16098,12288,0,0,0,0
48659,16040,12148,0,0,0,0
48570,15981,12009,0,0,0,0
48482,15924,11877,0,0,0,0
48393,15865,11748,0,0,0,0
48306,15805,11616,0,0,0,0
48224,15746,11485,0,0,0,0
48144,15691,11358,0,0,0,0
48067,15640,11234,0,0,0,0
47993,15591,11115,0,0,0,0
47918,15543,10998,0,0,0,0
47841,15492,10881,0,0,0,0
47766,15440,10763,0,0,0,0
47697,15394,10649,0,0,0,0
47636,15356,10541,0,0,0,0
47575,15320,10441,0,0,0,0
47515,15285,10347,0,0,0,0
47457,15251,10260,0,0,0,0
47404,15221,10176,0,0,0,0
47355,15192,10096,0,0,0,0
47310,15164,10017,0,0,0,0
47265,15133,9936,0,0,0,0
47221,15098,9854,0,0,0,0
47176,15063,9775,0,0,0,0
47128,15027,9700,0,0,0,0
47081,14995,9627,0,0,0,0
47040,14966,9557,0,0,0,0
47000,14938,9489,0,0,0,0
46959,14910,9419,0,0,0,0
46917,14881,9349,0,0,0,0
46876,14855,9281,0,0,0,0
46833,14828,9212,0,0,0,0
46788,14799,9140,0,0,0,0
46740,14768,9067,0,0,0,0
46690,14734,8994,0,0,0,0
46638,14697,8918,0,0,0,0
46590,14663,8840,0,0,0,0
46546,14634,8761,0,0,0,0
46501,14607,8684,0,0,0,0
46452,14580,8609,0,0,0,0
46398,14549,8531,0,0,0,0
46340,14518,8446,0,0,0,0
46279,14485,8355,0,0,0,0
46217,14450,8261,0,0,0,0
46153,14412,8163,0,0,0,0
46091,14374,8064,0,0,0,0
46029,14335,7966,0,0,0,0
45966,14296,7870,0,0,0,0
45902,14258,7773,0,0,0,0
45839,14218,7676,0,0,0,0
45779,14177,7583,0,0,0,0
45720,14136,7496,0,0,0,0
45669,14098,7414,0,0,0,0
45630,14066,7346,0,0,0,0
45611,14043,7302,0,0,0,0
45616,14037,7296,0,0,0,0
45650,14054,7338,0,0,0,0
45721,14099,7437,0,0,0,0
45836,14175,7602,0,0,0,0
46003,14284,7839,0,0,0,0
46221,14427,8150,0,0,0,0
46486,14601,8537,0,0,0,0
46795,14803,8994,0,0,0,0
47144,15035,9515,0,0,0,0
47526,15292,10085,0,0,0,0
47928,15563,10689,0,0,0,0
48339,15837,11307,0,0,0,0
48750,16110,11922,0,0,0,0
49155,16379,12524,0,0,0,0
49543,16638,13103,0,0,0,0
49902,16880,13648,0,0,0,0
50224,17100,14146,0,0,0,0
50512,17299,14591,0,0,0,0
50763,17473,14983,0,0,0,0
50974,17619,15319,0,0,0,0
51147,17741,15597,0,0,0,0
51286,17839,15821,0,0,0,0
51390,17916,15995,0,0,0,0
51466,17974,16124,0,0,0,0
51516,18016,16214,0,0,0,0
51549,18044,16273,0,0,0,0
51568,18057,16311,0,0,0,0
51577,18058,16332,0,0,0,0
51582,18057,16341,0,0,0,0
51590,18058,16344,0,0,0,0
51597,18061,16346,0,0,0,0
51597,18060,16349,0,0,0,0
51592,18058,16351,0,0,0,0
51587,18057,16354,0,0,0,0
51585,18057,16363,0,0,0,0
51588,18058,16376,0,0,0,0
51593,18062,16392,0,0,0,0
51598,18070,16407,0,0,0,0
51600,18078,16416,0,0,0,0
51597,18083,16420,0,0,0,0
51589,18085,16416,0,0,0,0
51574,18081,16397,0,0,0,0
51546,18063,16356,0,0,0,0
51501,18033,16288,0,0,0,0
51440,17992,16197,0,0,0,0
51367,17941,16089,0,0,0,0
51279,17880,15966,0,0,0,0
51181,17812,15828,0,0,0,0
51083,17743,15682,0,0,0,0
50990,17677,15536,0,0,0,0
50906,17615,15394,0,0,0,0
50833,17561,15262,0,0,0,0
50772,17518,15151,0,0,0,0
50724,17483,15060,0,0,0,0
50685,17452,14990,0,0,0,0
50659,17431,14942,0,0,0,0
50648,17420,14914,0,0,0,0
50648,17419,14905,0,0,0,0
50655,17423,14913,0,0,0,0
50666,17430,14935,0,0,0,0
50679,17440,14964,0,0,0,0
50694,17452,14994,0,0,0,0
50707,17460,15022,0,0,0,0
50715,17463,15039,0,0,0,0
50718,17462,15045,0,0,0,0
50713,17457,15039,0,0,0,0
50697,17445,15021,0,0,0,0
50673,17427,14987,0,0,0,0
50646,17407,14940,0,0,0,0
50617,17384,14882,0,0,0,0
50583,17358,14816,0,0,0,0
50544,17329,14739,0,0,0,0
50498,17295,14652,0,0,0,0
50445,17256,14560,0,0,0,0
50386,17211,14462,0,0,0,0
50321,17163,14355,0,0,0,0
50253,17114,14242,0,0,0,0
50185,17064,14125,0,0,0,0
50117,17011,14006,0,0,0,0
50048,16958,13885,0,0,0,0
49977,16904,13763,0,0,0,0
49903,16848,13639,0,0,0,0
49824,16790,13512,0,0,0,0
49740,16732,13381,0,0,0,0
49653,16674,13250,0,0,0,0
49566,16616,13120,0,0,0,0
49479,16558,12995,0,0,0,0
49395,16505,12876,0,0,0,0
49316,16454,12762,0,0,0,0
49242,16403,12652,0,0,0,0
49171,16354,12541,0,0,0,0
49102,16308,12429,0,0,0,0
49037,16265,12322,0,0,0,0
48975,16225,12218,0,0,0,0
48915,16186,12114,0,0,0,0
48859,16151,12009,0,0,0,0
48803,16114,11909,0,0,0,0
48746,16077,11813,0,0,0,0
48693,16042,11723,0,0,0,0
48642,16012,11637,0,0,0,0
48589,15980,11554,0,0,0,0
48537,15944,11470,0,0,0,0
48487,15905,11392,0,0,0,0
48440,15868,11318,0,0,0,0
48393,15833,11246,0,0,0,0
48346,15798,11174,0,0,0,0
48298,15766,11100,0,0,0,0
48252,15738,11028,0,0,0,0
48208,15711,10961,0,0,0,0
48164,15685,10898,0,0,0,0
48124,15661,10838,0,0,0,0
48087,15640,10779,0,0,0,0
48049,15616,10714,0,0,0,0
48007,15587,10639,0,0,0,0
47962,15555,10560,0,0,0,0
47918,15524,10480,0,0,0,0
47871,15493,10400,0,0,0,0
47821,15459,10320,0,0,0,0
47768,15425,10242,0,0,0,0
47713,15392,10168,0,0,0,0
47660,15356,10094,0,0,0,0
47607,15318,10017,0,0,0,0
47555,15279,9933,0,0,0,0
47500,15240,9846,0,0,0,0
47441,15197,9755,0,0,0,0
47382,15153,9661,0,0,0,0
47327,15112,9571,0,0,0,0
47270,15073,9482,0,0,0,0
47207,15033,9390,0,0,0,0
47142,14992,9295,0,0,0,0
47079,14953,9200,0,0,0,0
47017,14914,9105,0,0,0,0
46959,14878,9014,0,0,0,0
46908,14846,8931,0,0,0,0
46867,14818,8861,0,0,0,0
46842,14796,8807,0,0,0,0
46843,14790,8782,0,0,0,0
46874,14805,8801,0,0,0,0
46936,14846,8878,0,0,0,0
47037,14915,9019,0,0,0,0
47184,15016,9232,0,0,0,0
47382,15151,9524,0,0,0,0
47632,15320,9896,0,0,0,0
47933,15523,10346,0,0,0,0
48280,15756,10867,0,0,0,0
48665,16017,11449,0,0,0,0
49079,16300,12079,0,0,0,0
49516,16598,12742,0,0,0,0
49961,16906,13417,0,0,0,0
50400,17211,14081,0,0,0,0
50819,17504,14718,0,0,0,0
51212,17777,15317,0,0,0,0
51569,18023,15863,0,0,0,0
51884,18239,16348,0,0,0,0
52157,18425,16772,0,0,0,0
52388,18583,17137,0,0,0,0
52580,18713,17442,0,0,0,0
52732,18820,17690,0,0,0,0
52846,18905,17886,0,0,0,0
52929,18966,18034,0,0,0,0
52987,19008,18143,0,0,0,0
53027,19038,18222,0,0,0,0
53055,19059,18276,0,0,0,0
53075,19073,18312,0,0,0,0
53089,19083,18336,0,0,0,0
53100,19092,18355,0,0,0,0
53111,19098,18371,0,0,0,0
53123,19103,18389,0,0,0,0
53138,19112,18410,0,0,0,0
53157,19125,18433,0,0,0,0
53176,19140,18459,0,0,0,0
53197,19153,18488,0,0,0,0
53223,19168,18519,0,0,0,0
53249,19186,18552,0,0,0,0
53272,19206,18585,0,0,0,0
53291,19224,18617,0,0,0,0
53304,19237,18646,0,0,0,0
53312,19246,18670,0,0,0,0
53311,19250,18681,0,0,0,0
53300,19245,18669,0,0,0,0
53275,19228,18630,0,0,0,0
53231,19200,18566,0,0,0,0
53167,19158,18476,0,0,0,0
53087,19105,18364,0,0,0,0
52999,19045,18238,0,0,0,0
52909,18982,18103,0,0,0,0
52821,18919,17965,0,0,0,0
52738,18861,17830,0,0,0,0
52664,18810,17701,0,0,0,0
52603,18765,17585,0,0,0,0
52553,18725,17487,0,0,0,0
52511,18692,17406,0,0,0,0
52476,18666,17343,0,0,0,0
52451,18647,17300,0,0,0,0
52436,18637,17276,0,0,0,0
52431,18634,17267,0,0,0,0
52432,18635,17268,0,0,0,0
52437,18640,17273,0,0,0,0
52447,18647,17284,0,0,0,0
52461,18653,17294,0,0,0,0
52472,18657,17298,0,0,0,0
52477,18660,17293,0,0,0,0
52474,18658,17276,0,0,0,0
52462,18646,17248,0,0,0,0
52442,18628,17213,0,0,0,0
52414,18608,17170,0,0,0,0
52378,18582,17120,0,0,0,0
52337,18550,17060,0,0,0,0
52295,18514,16992,0,0,0,0
52249,18477,16916,0,0,0,0
52194,18439,16832,0,0,0,0
52134,18399,16738,0,0,0,0
52073,18359,16634,0,0,0,0
52009,18314,16521,0,0,0,0
51939,18266,16403,0,0,0,0
51865,18216,16283,0,0,0,0
51790,18163,16161,0,0,0,0
51711,18105,16035,0,0,0,0
51626,18042,15904,0,0,0,0
51539,17980,15770,0,0,0,0
51455,17922,15635,0,0,0,0
51373,17863,15500,0,0,0,0
51287,17801,15365,0,0,0,0
51197,17741,15231,0,0,0,0
51109,17685,15100,0,0,0,0
51026,17632,14973,0,0,0,0
50950,17580,14849,0,0,0,0
50879,17531,14730,0,0,0,0
50810,17484,14615,0,0,0,0
50742,17435,14501,0,0,0,0
50673,17383,14387,0,0,0,0
50604,17332,14276,0,0,0,0
50537,17281,14168,0,0,0,0
50471,17231,14067,0,0,0,0
50403,17183,13969,0,0,0,0
50334,17139,13875,0,0,0,0
50272,17100,13787,0,0,0,0
50218,17065,13707,0,0,0,0
50170,17033,13631,0,0,0,0
50124,17006,13554,0,0,0,0
50078,16978,13475,0,0,0,0
50034,16947,13399,0,0,0,0
49993,16917,13329,0,0,0,0
49954,16890,13264,0,0,0,0
49915,16862,13199,0,0,0,0
49871,16828,13127,0,0,0,0
49825,16789,13049,0,0,0,0
49782,16753,12967,0,0,0,0
49740,16718,12886,0,0,0,0
49697,16684,12806,0,0,0,0
49653,16653,12727,0,0,0,0
49612,16625,12651,0,0,0,0
49573,16599,12581,0,0,0,0
49532,16573,12513,0,0,0,0
49492,16546,12442,0,0,0,0
49453,16518,12370,0,0,0,0
49409,16487,12294,0,0,0,0
49360,16452,12212,0,0,0,0
49307,16413,12129,0,0,0,0
49249,16372,12044,0,0,0,0
49188,16328,11957,0,0,0,0
49122,16280,11866,0,0,0,0
49056,16231,11771,0,0,0,0
48992,16183,11672,0,0,0,0
48927,16136,11573,0,0,0,0
48861,16091,11475,0,0,0,0
48797,16051,11378,0,0,0,0
48732,16012,11279,0,0,0,0
48668,15973,11181,0,0,0,0
48605,15933,11086,0,0,0,0
48545,15898,10996,0,0,0,0
48492,15869,10915,0,0,0,0
48449,15843,10848,0,0,0,0
48423,15826,10802,0,0,0,0
48426,15827,10792,0,0,0,0
48465,15852,10830,0,0,0,0
48546,15904,10927,0,0,0,0
48669,15987,11092,0,0,0,0
48841,16104,11334,0,0,0,0
49061,16255,11654,0,0,0,0
49330,16440,12050,0,0,0,0
49645,16655,12520,0,0,0,0
49998,16898,13055,0,0,0,0
50383,17165,13642,0,0,0,0
50794,17448,14264,0,0,0,0
51221,17740,14904,0,0,0,0
51646,18034,15549,0,0,0,0
52058,18321,16180,0,0,0,0
52445,18592,16781,0,0,0,0
52802,18841,17339,0,0,0,0
53125,19069,17845,0,0,0,0
53411,19272,18289,0,0,0,0
53654,19447,18670,0,0,0,0
53855,19594,18990,0,0,0,0
54021,19717,19252,0,0,0,0
54155,19814,19461,0,0,0,0
54258,19889,19623,0,0,0,0
54340,19949,19747,0,0,0,0
54404,19997,19842,0,0,0,0
54450,20034,19913,0,0,0,0
54480,20058,19964,0,0,0,0
54500,20074,20005,0,0,0,0
54514,20084,20044,0,0,0,0
54526,20093,20080,0,0,0,0
54538,20104,20113,0,0,0,0
54551,20118,20144,0,0,0,0
54564,20134,20179,0,0,0,0
54582,20151,20219,0,0,0,0
54604,20169,20266,0,0,0,0
54628,20188,20313,0,0,0,0
54647,20206,20357,0,0,0,0
54662,20220,20393,0,0,0,0
54676,20231,20419,0,0,0,0
54691,20240,20435,0,0,0,0
54703,20245,20443,0,0,0,0
54706,20246,20442,0,0,0,0
54699,20238,20426,0,0,0,0
54680,20223,20390,0,0,0,0
54652,20199,20335,0,0,0,0
54608,20163,20263,0,0,0,0
54546,20115,20172,0,0,0,0
54467,20058,20060,0,0,0,0
54374,19995,19933,0,0,0,0
54270,19926,19794,0,0,0,0
54166,19853,19647,0,0,0,0
54065,19780,19496,0,0,0,0
53972,19710,19350,0,0,0,0
53888,19647,19218,0,0,0,0
53814,19593,19105,0,0,0,0
53753,19549,19012,0,0,0,0
53706,19515,18935,0,0,0,0
53672,19488,18876,0,0,0,0
53650,19471,18836,0,0,0,0
53641,19467,18813,0,0,0,0
53639,19471,18802,0,0,0,0
53640,19477,18798,0,0,0,0
53647,19484,18799,0,0,0,0
53653,19490,18800,0,0,0,0
53651,19490,18798,0,0,0,0
53639,19483,18790,0,0,0,0
53620,19472,18773,0,0,0,0
53595,19455,18743,0,0,0,0
53564,19432,18701,0,0,0,0
53527,19404,18647,0,0,0,0
53481,19372,18578,0,0,0,0
53429,19336,18495,0,0,0,0
53372,19295,18404,0,0,0,0
53311,19249,18309,0,0,0,0
53247,19202,18207,0,0,0,0
53181,19156,18098,0,0,0,0
53111,19106,17983,0,0,0,0
53037,19049,17865,0,0,0,0
52964,18991,17745,0,0,0,0
52888,18934,17624,0,0,0,0
52805,18874,17503,0,0,0,0
52717,18813,17382,0,0,0,0
52630,18754,17261,0,0,0,0
52543,18695,17137,0,0,0,0
52453,18634,17011,0,0,0,0
52363,18572,16881,0,0,0,0
52276,18511,16747,0,0,0,0
52194,18452,16616,0,0,0,0
52112,18395,16489,0,0,0,0
52028,18338,16361,0,0,0,0
51946,18283,16232,0,0,0,0
51868,18228,16107,0,0,0,0
51791,18172,15985,0,0,0,0
51717,18117,15864,0,0,0,0
51647,18067,15743,0,0,0,0
51578,18018,15626,0,0,0,0
51507,17967,15514,0,0,0,0
51438,17916,15404,0,0,0,0
51372,17866,15295,0,0,0,0
51309,17819,15192,0,0,0,0
51251,17774,15099,0,0,0,0
51198,17732,15014,0,0,0,0
51150,17694,14933,0,0,0,0
51101,17660,14856,0,0,0,0
51052,17626,14778,0,0,0,0
51001,17592,14700,0,0,0,0
50946,17558,14619,0,0,0,0
50887,17522,14541,0,0,0,0
50828,17485,14460,0,0,0,0
50769,17450,14377,0,0,0,0
50712,17413,14291,0,0,0,0
50659,17375,14206,0,0,0,0
50611,17339,14124,0,0,0,0
50568,17306,14044,0,0,0,0
50527,17274,13965,0,0,0,0
50486,17242,13888,0,0,0,0
50444,17210,13812,0,0,0,0
50398,17179,13737,0,0,0,0
50347,17149,13659,0,0,0,0
50290,17119,13582,0,0,0,0
50231,17088,13503,0,0,0,0
50172,17054,13421,0,0,0,0
50112,17015,13336,0,0,0,0
50050,16974,13246,0,0,0,0
49985,16932,13150,0,0,0,0
49916,16888,13047,0,0,0,0
49844,16840,12937,0,0,0,0
49768,16788,12823,0,0,0,0
49691,16734,12705,0,0,0,0
49615,16680,12582,0,0,0,0
49541,16630,12459,0,0,0,0
49466,16580,12340,0,0,0,0
49389,16527,12223,0,0,0,0
49311,16475,12110,0,0,0,0
49239,16426,12005,0,0,0,0
49173,16379,11906,0,0,0,0
49110,16333,11811,0,0,0,0
49054,16293,11725,0,0,0,0
49007,16260,11658,0,0,0,0
48979,16240,11618,0,0,0,0
48978,16239,11612,0,0,0,0
49013,16260,11652,0,0,0,0
49089,16310,11753,0,0,0,0
49213,16392,11927,0,0,0,0
49384,16508,12180,0,0,0,0
49604,16660,12508,0,0,0,0
49872,16847,12908,0,0,0,0
50183,17065,13378,0,0,0,0
50534,17310,13907,0,0,0,0
50917,17578,14485,0,0,0,0
51323,17863,15101,0,0,0,0
51740,18158,15735,0,0,0,0
52154,18454,16364,0,0,0,0
52555,18741,16970,0,0,0,0
52930,19007,17541,0,0,0,0
53270,19247,18068,0,0,0,0
53570,19460,18543,0,0,0,0
53831,19648,18955,0,0,0,0
54052,19805,19301,0,0,0,0
54236,19933,19589,0,0,0,0
54388,20037,19823,0,0,0,0
54512,20121,20010,0,0,0,0
54606,20186,20156,0,0,0,0
54676,20238,20268,0,0,0,0
54728,20276,20353,0,0,0,0
54765,20304,20418,0,0,0,0
54789,20324,20466,0,0,0,0
54804,20338,20505,0,0,0,0
54813,20351,20534,0,0,0,0
54817,20361,20556,0,0,0,0
54820,20368,20570,0,0,0,0
54821,20373,20580,0,0,0,0
54823,20379,20590,0,0,0,0
54825,20387,20604,0,0,0,0
54823,20391,20621,0,0,0,0
54819,20391,20637,0,0,0,0
54816,20392,20649,0,0,0,0
54817,20392,20657,0,0,0,0
54815,20389,20660,0,0,0,0
54807,20383,20655,0,0,0,0
54795,20376,20640,0,0,0,0
54774,20364,20615,0,0,0,0
54739,20343,20578,0,0,0,0
54691,20313,20522,0,0,0,0
54634,20275,20449,0,0,0,0
54565,20227,20354,0,0,0,0
54478,20165,20233,0,0,0,0
54372,20089,20085,0,0,0,0
54258,20005,19918,0,0,0,0
54141,19916,19741,0,0,0,0
54025,19830,19563,0,0,0,0
53916,19751,19392,0,0,0,0
53817,19679,19235,0,0,0,0
53731,19612,19098,0,0,0,0
53656,19554,18984,0,0,0,0
53593,19509,18891,0,0,0,0
53541,19474,18817,0,0,0,0
53500,19447,18763,0,0,0,0
53466,19427,18726,0,0,0,0
53442,19417,18705,0,0,0,0
53429,19414,18694,0,0,0,0
53422,19415,18687,0,0,0,0
53416,19415,18683,0,0,0,0
53408,19414,18677,0,0,0,0
53396,19407,18662,0,0,0,0
53373,19391,18632,0,0,0,0
53338,19365,18587,0,0,0,0
53297,19334,18530,0,0,0,0
53254,19301,18463,0,0,0,0
53208,19264,18386,0,0,0,0
53154,19222,18299,0,0,0,0
53091,19176,18203,0,0,0,0
53021,19127,18100,0,0,0,0
