green_channel,red_channel,ir_channel,Anomaly_ch0
10781,52711,30594,0
10764,52702,30567,0
10749,52695,30543,0
10738,52684,30517,0
10732,52668,30486,0
10727,52651,30454,0
10717,52634,30422,0
10698,52615,30387,0
10676,52596,30349,0
10653,52584,30311,0
10631,52578,30275,0
10609,52573,30239,0
10587,52567,30203,0
10569,52560,30168,0
10550,52548,30137,0
10528,52530,30106,0
10506,52507,30071,0
10483,52483,30032,0
10455,52459,29989,0
10426,52435,29941,0
10397,52416,29893,0
10372,52404,29849,0
10350,52396,29812,0
10333,52386,29777,0
10318,52371,29740,0
10301,52351,29700,0
10278,52327,29658,0
10250,52298,29610,0
10218,52271,29561,0
10186,52248,29517,0
10155,52230,29478,0
10122,52212,29443,0
10092,52197,29408,0
10066,52184,29372,0
10039,52170,29332,0
10009,52151,29285,0
9978,52125,29232,0
9950,52097,29179,0
9920,52070,29129,0
9892,52044,29084,0
9868,52021,29047,0
9846,52001,29018,0
9825,51983,28996,0
9808,51969,28978,0
9800,51963,28967,0
9798,51964,28971,0
9802,51974,28991,0
9819,51993,29026,0
9848,52024,29075,0
9891,52064,29141,0
9945,52109,29222,0
10008,52156,29313,0
10077,52208,29415,0
10147,52263,29525,0
10216,52319,29638,0
10283,52375,29747,0
10346,52431,29851,0
10404,52482,29952,0
10458,52529,30047,0
10509,52572,30132,0
10553,52610,30209,0
10590,52641,30277,0
10619,52665,30330,0
10644,52685,30370,0
10667,52703,30402,0
10687,52717,30426,0
10703,52723,30441,0
10715,52722,30448,0
10725,52718,30453,0
10733,52714,30460,0
10738,52709,30464,0
10743,52705,30467,0
10750,52706,30469,0
10757,52709,30472,0
10762,52712,30472,0
10765,52716,30474,0
10767,52723,30482,0
10764,52727,30492,0
10761,52727,30503,0
10761,52725,30515,0
10763,52727,30533,0
10767,52730,30555,0
10776,52736,30574,0
10789,52748,30592,0
10802,52766,30611,0
10809,52783,30628,0
10813,52791,30638,0
10812,52793,30642,0
10807,52790,30642,0
10798,52780,30636,0
10787,52767,30625,0
10775,52756,30612,0
10764,52745,30601,0
10754,52734,30589,0
10745,52721,30576,0
10737,52710,30562,0
10729,52699,30545,0
10716,52684,30524,0
10698,52669,30499,0
10682,52656,30475,0
10666,52644,30453,0
10653,52636,30435,0
10647,52633,30420,0
10647,52633,30411,0
10649,52635,30406,0
10652,52636,30401,0
10657,52637,30395,0
10661,52639,30392,0
10662,52641,30393,0
10660,52641,30392,0
10656,52636,30388,0
10651,52631,30383,0
10645,52627,30378,0
10641,52624,30370,0
10638,52622,30361,0
10638,52623,30354,0
10636,52623,30347,0
10632,52617,30332,0
10627,52607,30310,0
10616,52595,30285,0
10600,52580,30255,0
10582,52562,30220,0
10565,52544,30184,0
10550,52527,30151,0
10535,52510,30120,0
10518,52489,30083,0
10501,52467,30044,0
10483,52445,30005,0
10465,52420,29967,0
10448,52395,29929,0
10433,52374,29894,0
10418,52359,29862,0
10399,52346,29833,0
10379,52335,29804,0
10362,52326,29778,0
10347,52320,29755,0
10334,52315,29731,0
10321,52308,29703,0
10310,52297,29673,0
10297,52285,29643,0
10282,52273,29613,0
10267,52265,29583,0
10257,52258,29553,0
10250,52250,29525,0
10245,52238,29497,0
10239,52225,29467,0
10234,52212,29440,0
10229,52200,29415,0
10222,52187,29390,0
10214,52175,29366,0
10204,52161,29343,0
10192,52146,29318,0
10175,52127,29287,0
10156,52106,29248,0
10138,52087,29210,0
10116,52069,29173,0
10093,52051,29137,0
10074,52035,29103,0
10059,52023,29073,0
10045,52013,29043,0
10031,52005,29011,0
10021,51998,28981,0
10009,51988,28951,0
9992,51973,28915,0
9972,51955,28875,0
9956,51938,28836,0
9943,51922,28804,0
9932,51908,28776,0
9918,51895,28748,0
9905,51884,28719,0
9891,51873,28691,0
9872,51861,28660,0
9850,51846,28623,0
9827,51830,28588,0
9802,51810,28556,0
9777,51785,28522,0
9756,51761,28486,0
9741,51741,28454,0
9732,51724,28431,0
9727,51709,28417,0
9728,51701,28414,0
9739,51706,28427,0
9757,51724,28455,0
9781,51749,28497,0
9811,51775,28550,0
9845,51806,28612,0
9883,51842,28684,0
9927,51882,28765,0
9978,51923,28856,0
10037,51966,28956,0
10099,52011,29060,0
10162,52056,29159,0
10225,52101,29250,0
10288,52145,29333,0
10345,52183,29407,0
10395,52214,29469,0
10439,52241,29520,0
10475,52266,29569,0
10502,52288,29614,0
10524,52305,29651,0
10542,52321,29679,0
10558,52334,29701,0
10572,52346,29715,0
10582,52354,29722,0
10589,52359,29724,0
10594,52361,29727,0
10598,52359,29731,0
10604,52357,29738,0
10612,52357,29746,0
10624,52362,29759,0
10639,52370,29777,0
10661,52379,29800,0
10687,52389,29830,0
10709,52402,29862,0
10728,52414,29888,0
10744,52426,29907,0
10760,52437,29924,0
10777,52448,29942,0
10793,52457,29963,0
10809,52464,29981,0
10820,52472,29997,0
10826,52482,30008,0
10830,52491,30011,0
10835,52495,30007,0
10838,52496,29997,0
10839,52494,29985,0
10835,52488,29968,0
10830,52478,29948,0
10824,52468,29931,0
10814,52461,29914,0
10800,52457,29898,0
10789,52454,29884,0
10780,52454,29875,0
10773,52453,29871,0
10767,52451,29871,0
10765,52452,29873,0
10769,52455,29879,0
10776,52455,29883,0
10781,52450,29882,0
10786,52445,29880,0
10790,52445,29883,0
10790,52444,29888,0
10786,52443,29889,0
10783,52444,29890,0
10783,52449,29893,0
10783,52452,29895,0
10780,52451,29891,0
10776,52448,29883,0
10773,52444,29873,0
10766,52437,29861,0
10754,52425,29844,0
10737,52407,29823,0
10717,52386,29800,0
10695,52363,29772,0
10672,52339,29740,0
10649,52318,29709,0
10628,52302,29678,0
10608,52289,29647,0
10592,52278,29614,0
10578,52265,29580,0
10564,52250,29545,0
10547,52233,29506,0
10527,52214,29463,0
10505,52196,29423,0
10482,52178,29388,0
10459,52157,29355,0
10441,52139,29325,0
10426,52126,29302,0
10410,52114,29279,0
10389,52102,29251,0
10369,52093,29221,0
10354,52086,29193,0
10339,52076,29167,0
10322,52062,29139,0
10303,52044,29108,0
10283,52027,29074,0
10262,52014,29038,0
10240,52002,29002,0
10221,51994,28968,0
10206,51987,28938,0
10192,51977,28909,0
10177,51961,28879,0
10162,51944,28851,0
10149,51929,28826,0
10132,51912,28800,0
10112,51893,28771,0
10094,51876,28739,0
10077,51861,28706,0
10060,51848,28671,0
10043,51832,28633,0
10025,51815,28595,0
10010,51799,28560,0
9994,51783,28528,0
9981,51768,28496,0
9971,51759,28468,0
9964,51756,28447,0
9957,51753,28428,0
9949,51751,28404,0
9939,51746,28373,0
9925,51738,28338,0
9906,51725,28300,0
9884,51710,28261,0
9866,51698,28224,0
9848,51686,28190,0
9829,51671,28156,0
9810,51655,28123,0
9795,51641,28097,0
9781,51625,28073,0
9766,51609,28043,0
9753,51595,28008,0
9738,51581,27973,0
9721,51565,27941,0
9704,51548,27912,0
9688,51533,27889,0
9676,51521,27873,0
9669,51515,27867,0
9670,51519,27875,0
9680,51535,27900,0
9700,51562,27944,0
9731,51594,28001,0
9772,51629,28067,0
9821,51670,28144,0
9874,51715,28230,0
9928,51760,28319,0
9982,51804,28407,0
10039,51849,28499,0
10099,51898,28598,0
10161,51949,28699,0
10227,52000,28798,0
10296,52051,28899,0
10366,52103,29000,0
10432,52153,29092,0
10493,52199,29172,0
10545,52238,29239,0
10588,52267,29295,0
10622,52288,29339,0
10650,52305,29375,0
10672,52318,29407,0
10688,52326,29437,0
10701,52328,29459,0
10715,52328,29475,0
10731,52331,29491,0
10748,52335,29506,0
10761,52333,29514,0
10771,52328,29515,0
10785,52325,29516,0
10798,52325,29521,0
10812,52329,29529,0
10833,52339,29543,0
10860,52353,29563,0
10889,52368,29587,0
10919,52381,29612,0
10950,52391,29635,0
10980,52400,29659,0
11007,52407,29684,0
11033,52410,29706,0
11057,52411,29723,0
11077,52414,29740,0
11091,52418,29754,0
11105,52424,29765,0
11120,52427,29773,0
11133,52430,29777,0
11141,52430,29773,0
11143,52427,29757,0
11141,52420,29733,0
11136,52408,29708,0
11130,52394,29681,0
11125,52382,29655,0
11124,52376,29638,0
11128,52373,29628,0
11132,52368,29619,0
11138,52362,29608,0
11144,52357,29599,0
11148,52353,29594,0
11150,52352,29595,0
11151,52351,29601,0
11154,52352,29611,0
11159,52357,29622,0
11168,52364,29634,0
11187,52375,29645,0
11210,52387,29653,0
11231,52399,29658,0
11246,52407,29656,0
11255,52411,29649,0
11258,52411,29643,0
11254,52408,29637,0
11246,52401,29626,0
11236,52388,29613,0
11227,52374,29604,0
11217,52361,29595,0
11205,52348,29581,0
11194,52334,29566,0
11187,52324,29554,0
11180,52317,29543,0
11172,52311,29526,0
11166,52304,29501,0
11159,52296,29475,0
11149,52286,29451,0
11136,52275,29426,0
11124,52266,29400,0
11115,52260,29379,0
11108,52255,29359,0
11101,52249,29336,0
11094,52242,29315,0
11086,52231,29295,0
11077,52218,29272,0
11065,52205,29247,0
11053,52196,29224,0
11046,52193,29204,0
11040,52192,29183,0
11034,52189,29159,0
11026,52185,29133,0
11015,52178,29106,0
10996,52166,29072,0
10974,52153,29032,0
10953,52140,28995,0
10939,52125,28966,0
10929,52110,28941,0
10923,52097,28917,0
10915,52085,28893,0
10903,52075,28869,0
10888,52066,28845,0
10872,52055,28820,0
10858,52044,28800,0
10844,52031,28782,0
10827,52016,28764,0
10811,52000,28745,0
10792,51986,28724,0
10771,51969,28699,0
10748,51952,28670,0
10726,51937,28638,0
10705,51927,28611,0
10683,51919,28589,0
10664,51913,28570,0
10651,51909,28552,0
10638,51904,28532,0
10622,51895,28507,0
10604,51882,28477,0
10584,51868,28444,0
10560,51854,28411,0
10532,51837,28383,0
10505,51817,28355,0
10481,51795,28328,0
10459,51772,28300,0
10435,51750,28266,0
10411,51730,28224,0
10387,51712,28179,0
10359,51693,28131,0
10328,51672,28081,0
10296,51649,28030,0
10265,51623,27984,0
10237,51599,27948,0
10214,51577,27924,0
10200,51563,27912,0
10197,51557,27915,0
10203,51561,27932,0
10216,51571,27960,0
10234,51586,27994,0
10259,51607,28039,0
10291,51636,28100,0
10329,51672,28174,0
10375,51712,28259,0
10431,51758,28353,0
10494,51809,28455,0
10560,51862,28557,0
10625,51917,28656,0
10687,51972,28753,0
10739,52018,28844,0
10781,52055,28925,0
10820,52087,28999,0
10858,52122,29068,0
10893,52157,29133,0
10924,52190,29187,0
10953,52220,29234,0
10980,52248,29277,0
11003,52272,29315,0
11022,52288,29344,0
11037,52300,29365,0
11048,52310,29387,0
11052,52319,29407,0
11051,52328,29420,0
11050,52338,29428,0
11052,52349,29442,0
11057,52359,29459,0
11065,52369,29475,0
11075,52379,29493,0
11084,52391,29515,0
11094,52401,29534,0
11103,52408,29547,0
11107,52413,29559,0
11105,52420,29576,0
11105,52426,29593,0
11108,52435,29609,0
11115,52448,29628,0
11122,52465,29652,0
11126,52481,29672,0
11129,52494,29686,0
11131,52504,29698,0
11130,52508,29707,0
11124,52506,29708,0
11115,52500,29701,0
11107,52493,29690,0
11095,52487,29677,0
11080,52480,29660,0
11064,52472,29642,0
11051,52467,29631,0
11042,52466,29626,0
11034,52465,29620,0
11027,52463,29613,0
11018,52459,29607,0
11004,52454,29601,0
10984,52447,29591,0
10962,52438,29578,0
10942,52431,29564,0
10925,52427,29552,0
10912,52423,29541,0
10903,52420,29530,0
10899,52419,29525,0
10898,52419,29525,0
10900,52420,29525,0
10903,52421,29524,0
10906,52422,29522,0
10901,52420,29517,0
10890,52413,29509,0
10876,52405,29501,0
10861,52399,29495,0
10844,52391,29488,0
10829,52384,29479,0
10817,52381,29468,0
10807,52378,29453,0
10795,52370,29428,0
10779,52357,29395,0
10761,52340,29357,0
10739,52319,29320,0
10714,52297,29282,0
10689,52280,29245,0
10666,52265,29212,0
10643,52250,29184,0
10619,52235,29157,0
10599,52224,29129,0
10583,52218,29102,0
10569,52215,29076,0
10552,52210,29049,0
10532,52201,29019,0
10513,52191,28989,0
10492,52180,28961,0
10467,52167,28929,0
10438,52150,28891,0
10411,52132,28856,0
10386,52115,28827,0
10363,52102,28803,0
10340,52092,28785,0
10318,52085,28771,0
10298,52077,28759,0
10276,52067,28743,0
10257,52056,28720,0
10238,52044,28693,0
10216,52032,28664,0
10190,52019,28628,0
10163,52002,28592,0
10138,51984,28557,0
10112,51964,28522,0
10086,51945,28486,0
10060,51930,28451,0
10034,51918,28421,0
10011,51909,28393,0
9995,51901,28365,0
9981,51893,28340,0
9965,51884,28319,0
9947,51870,28302,0
9926,51852,28284,0
9901,51832,28261,0
9867,51811,28233,0
9829,51790,28199,0
9791,51770,28163,0
9758,51756,28128,0
9730,51749,28098,0
9702,51743,28072,0
9677,51737,28047,0
9653,51734,28023,0
9628,51728,27996,0
9599,51716,27962,0
9568,51699,27919,0
9537,51680,27879,0
9503,51656,27843,0
9464,51630,27806,0
9422,51602,27770,0
9383,51575,27736,0
9347,51547,27704,0
9315,51522,27676,0
9289,51502,27654,0
9267,51489,27640,0
9247,51481,27632,0
9230,51475,27628,0
9222,51473,27631,0
9223,51477,27645,0
9232,51486,27668,0
9251,51502,27701,0
9283,51528,27748,0
9323,51562,27809,0
9368,51599,27883,0
9416,51641,27966,0
9466,51688,28053,0
9513,51737,28143,0
9558,51784,28231,0
9602,51829,28311,0
9645,51869,28388,0
9683,51906,28464,0
9712,51938,28533,0
9734,51965,28593,0
9752,51990,28647,0
9768,52013,28695,0
9781,52033,28735,0
9790,52050,28764,0
9797,52065,28787,0
9800,52075,28805,0
9795,52081,28817,0
9785,52084,28824,0
9777,52089,28830,0
9772,52097,28838,0
9767,52105,28842,0
9763,52113,28842,0
9761,52121,28844,0
9758,52124,28848,0
9754,52123,28850,0
9753,52121,28852,0
9755,52118,28859,0
9752,52116,28867,0
9748,52113,28872,0
9749,52112,28877,0
9756,52114,28885,0
9768,52119,28898,0
9779,52125,28911,0
9788,52128,28921,0
9792,52129,28927,0
9790,52127,28923,0
9781,52124,28910,0
9768,52123,28895,0
9755,52127,28886,0
9744,52133,28881,0
9734,52138,28873,0
9726,52143,28863,0
9719,52143,28850,0
9707,52133,28832,0
9696,52120,28810,0
9685,52108,28788,0
9673,52097,28770,0
9659,52087,28753,0
9648,52080,28736,0
9639,52077,28719,0
9633,52075,28709,0
9630,52073,28702,0
9631,52072,28696,0
9633,52071,28693,0
9631,52067,28691,0
9622,52057,28685,0
9611,52045,28677,0
9598,52032,28669,0
9584,52018,28662,0
9571,52005,28652,0
9564,51999,28643,0
9563,51997,28634,0
9560,51991,28623,0
9553,51982,28600,0
9540,51969,28567,0
9523,51956,28534,0
9504,51942,28504,0
9483,51928,28477,0
9466,51916,28450,0
9453,51906,28425,0
9443,51897,28402,0
9434,51887,28380,0
9424,51875,28356,0
9412,51861,28332,0
9394,51847,28307,0
9373,51833,28279,0
9351,51818,28250,0
9330,51804,28222,0
9311,51792,28193,0
9296,51782,28163,0
9284,51774,28135,0
9273,51766,28108,0
9260,51755,28079,0
9249,51744,28050,0
9239,51732,28024,0
9226,51719,28001,0
9210,51706,27977,0
9192,51692,27952,0
9177,51679,27927,0
9166,51666,27902,0
9153,51651,27875,0
9137,51633,27844,0
9122,51616,27813,0
9108,51599,27783,0
9091,51582,27753,0
9075,51567,27724,0
9061,51553,27694,0
9046,51539,27663,0
9027,51526,27629,0
9006,51514,27591,0
8988,51503,27557,0
8969,51491,27528,0
8945,51476,27500,0
8920,51460,27471,0
8896,51447,27444,0
8874,51436,27421,0
8855,51423,27394,0
8841,51411,27362,0
8832,51400,27331,0
8821,51390,27300,0
8806,51379,27267,0
8787,51363,27231,0
8765,51345,27193,0
8737,51323,27153,0
8708,51296,27112,0
8679,51271,27073,0
8646,51247,27035,0
8606,51220,26994,0
8563,51188,26949,0
8524,51156,26902,0
8490,51125,26860,0
8458,51099,26824,0
8432,51079,26795,0
8415,51068,26779,0
8409,51066,26779,0
8411,51069,26791,0
8424,51081,26814,0
8448,51103,26852,0
8481,51131,26904,0
8519,51160,26966,0
8559,51191,27035,0
8602,51225,27112,0
8646,51262,27196,0
8694,51299,27284,0
8748,51338,27372,0
8806,51376,27459,0
8863,51414,27545,0
8916,51448,27622,0
8965,51479,27688,0
9009,51508,27748,0
9046,51533,27801,0
9076,51554,27848,0
9100,51573,27888,0
9122,51591,27926,0
9142,51610,27956,0
9161,51627,27974,0
9179,51642,27983,0
9192,51655,27991,0
9199,51664,27995,0
9201,51664,27995,0
9201,51659,27993,0
9202,51654,27992,0
9207,51650,27994,0
9215,51649,27996,0
9226,51652,28001,0
9240,51659,28009,0
9253,51669,28020,0
9268,51679,28033,0
9283,51688,28045,0
9294,51694,28057,0
9300,51695,28066,0
9303,51695,28076,0
9309,51696,28086,0
9316,51698,28098,0
9319,51700,28109,0
9320,51700,28113,0
9321,51698,28108,0
9319,51694,28100,0
9312,51686,28087,0
9303,51675,28070,0
9294,51664,28055,0
9290,51653,28044,0
9288,51643,28033,0
9285,51634,28018,0
9281,51627,28004,0
9273,51616,27989,0
9263,51602,27970,0
9254,51589,27948,0
9248,51581,27931,0
9245,51579,27922,0
9246,51579,27919,0
9254,51580,27917,0
9266,51583,27917,0
9278,51586,27917,0
9287,51587,27912,0
9298,51583,27901,0
9306,51577,27894,0
9306,51573,27892,0
9304,51568,27890,0
9306,51562,27889,0
9307,51558,27891,0
9304,51557,27891,0
9299,51561,27886,0
9297,51568,27879,0
9297,51574,27868,0
9297,51574,27851,0
9295,51568,27827,0
9291,51556,27798,0
9285,51543,27773,0
9280,51533,27755,0
9276,51525,27741,0
9273,51519,27726,0
9270,51515,27711,0
9264,51510,27693,0
9256,51501,27668,0
9246,51491,27640,0
9234,51480,27614,0
9219,51467,27587,0
9201,51453,27555,0
9184,51439,27524,0
9171,51430,27498,0
9158,51421,27476,0
9148,51411,27454,0
9138,51402,27430,0
9128,51394,27405,0
9115,51383,27377,0
9102,51370,27345,0
9086,51354,27314,0
9066,51337,27287,0
9046,51321,27262,0
9031,51311,27239,0
9020,51305,27219,0
9011,51301,27200,0
8998,51293,27172,0
8983,51279,27137,0
8969,51262,27101,0
8953,51243,27066,0
8934,51224,27030,0
8916,51207,26997,0
8904,51194,26972,0
8893,51184,26951,0
8879,51174,26928,0
8864,51164,26902,0
8849,51154,26879,0
8833,51143,26855,0
8817,51128,26830,0
8800,51112,26805,0
8787,51097,26781,0
8773,51083,26756,0
8761,51068,26725,0
8751,51053,26691,0
8736,51036,26656,0
8717,51019,26618,0
8697,51004,26575,0
8675,50989,26534,0
8654,50975,26500,0
8637,50962,26470,0
8623,50948,26439,0
8609,50933,26406,0
8589,50914,26367,0
8563,50892,26325,0
8537,50869,26285,0
8518,50848,26253,0
8507,50831,26233,0
8502,50818,26222,0
8504,50811,26218,0
8515,50813,26224,0
8534,50822,26243,0
8560,50836,26274,0
8594,50859,26317,0
8639,50892,26375,0
8691,50934,26449,0
8744,50979,26532,0
8803,51025,26623,0
8865,51070,26722,0
8925,51116,26826,0
8982,51161,26927,0
9037,51203,27024,0
9093,51245,27120,0
9151,51288,27215,0
9210,51331,27304,0
9269,51371,27384,0
9326,51409,27457,0
9374,51442,27517,0
9414,51468,27565,0
9446,51488,27603,0
9473,51506,27636,0
9498,51524,27666,0
9520,51538,27688,0
9540,51549,27705,0
9557,51556,27720,0
9569,51558,27735,0
9579,51558,27746,0
9595,51563,27758,0
9612,51572,27776,0
9629,51583,27800,0
9650,51595,27826,0
9676,51609,27854,0
9705,51624,27886,0
9732,51638,27919,0
9759,51652,27948,0
9784,51663,27973,0
9806,51671,27998,0
9824,51677,28023,0
9841,51682,28048,0
9860,51690,28068,0
9879,51702,28086,0
9896,51715,28104,0
9914,51726,28120,0
9934,51738,28133,0
9951,51747,28139,0
9962,51750,28137,0
9970,51749,28130,0
9979,51748,28129,0
9987,51744,28131,0
9995,51741,28132,0
10005,51744,28133,0
10017,51755,28138,0
10031,51772,28148,0
10042,51787,28155,0
10052,51798,28157,0
10061,51804,28158,0
10067,51806,28159,0
10074,51807,28159,0
10081,51808,28161,0
10091,51812,28168,0
10104,51818,28176,0
10121,51825,28184,0
10141,51835,28191,0
10161,51847,28201,0
10178,51858,28210,0
10190,51864,28214,0
10196,51866,28214,0
10199,51866,28215,0
10200,51864,28217,0
10204,51863,28215,0
10209,51862,28210,0
10213,51860,28204,0
10211,51857,28194,0
10208,51857,28183,0
10204,51858,28175,0
10200,51854,28168,0
10196,51845,28159,0
10193,51836,28148,0
10188,51827,28134,0
10180,51819,28120,0
10170,51811,28105,0
10163,51805,28087,0
10156,51799,28067,0
10146,51789,28042,0
10134,51778,28017,0
10123,51767,27996,0
10115,51761,27979,0
10105,51756,27965,0
10096,51752,27950,0
10091,51748,27936,0
10086,51745,27925,0
10080,51743,27916,0
10075,51739,27902,0
10072,51734,27882,0
10068,51731,27863,0
10059,51729,27847,0
10047,51727,27831,0
10036,51724,27816,0
10026,51720,27805,0
10015,51713,27798,0
10003,51707,27786,0
9993,51704,27768,0
9983,51701,27747,0
9970,51695,27728,0
9956,51685,27709,0
9942,51672,27690,0
9926,51657,27669,0
9910,51641,27646,0
9896,51626,27619,0
9885,51614,27594,0
9874,51602,27572,0
9863,51589,27550,0
9849,51576,27521,0
9833,51564,27488,0
9811,51552,27457,0
9785,51540,27429,0
9761,51529,27403,0
9743,51521,27383,0
9728,51515,27365,0
9712,51510,27347,0
9697,51506,27327,0
9684,51502,27307,0
9675,51499,27287,0
9665,51493,27262,0
9653,51481,27234,0
9642,51468,27210,0
9631,51455,27189,0
9618,51440,27166,0
9604,51426,27140,0
9589,51417,27113,0
9573,51413,27083,0
9557,51410,27051,0
9544,51406,27019,0
9531,51400,26992,0
9517,51391,26971,0
9500,51381,26955,0
9486,51372,26948,0
9481,51371,26955,0
9487,51380,26973,0
9505,51397,27001,0
9533,51421,27042,0
9566,51451,27101,0
9607,51483,27172,0
9654,51519,27249,0
9708,51559,27335,0
9767,51605,27431,0
9826,51653,27532,0
9888,51703,27634,0
9952,51755,27739,0
10014,51805,27845,0
10069,51849,27948,0
10117,51890,28040,0
10159,51928,28122,0
10196,51960,28190,0
10226,51984,28246,0
10251,52004,28291,0
10272,52024,28330,0
10291,52044,28364,0
10307,52058,28388,0
10321,52065,28399,0
10333,52066,28400,0
10339,52058,28393,0
10340,52045,28384,0
10340,52031,28378,0
10346,52023,28381,0
10355,52019,28391,0
10363,52021,28403,0
10372,52031,28419,0
10382,52046,28440,0
10394,52061,28465,0
10405,52077,28488,0
10416,52094,28513,0
10429,52111,28543,0
10442,52125,28574,0
10454,52135,28603,0
10468,52144,28627,0
10483,52155,28650,0
10492,52167,28668,0
10497,52176,28680,0
10502,52183,28687,0
10504,52187,28693,0
10500,52188,28699,0
10492,52185,28701,0
10481,52178,28700,0
10468,52170,28698,0
10454,52161,28695,0
10444,52157,28693,0
10441,52159,28691,0
10441,52163,28692,0
10438,52167,28694,0
10433,52170,28696,0
10426,52172,28699,0
10416,52173,28701,0
10405,52172,28700,0
10395,52170,28696,0
10388,52169,28694,0
10383,52169,28697,0
10380,52172,28700,0
10381,52178,28704,0
10388,52184,28713,0
10399,52189,28723,0
10408,52195,28731,0
10417,52203,28734,0
10421,52214,28733,0
10417,52218,28727,0
10404,52212,28714,0
10387,52201,28698,0
10371,52188,28685,0
10355,52173,28671,0
10339,52157,28651,0
10326,52141,28627,0
10316,52131,28606,0
10308,52125,28586,0
10299,52118,28563,0
10293,52113,28536,0
10287,52108,28512,0
10277,52102,28489,0
10262,52094,28462,0
10243,52082,28434,0
10225,52070,28406,0
10207,52057,28379,0
10191,52044,28352,0
10178,52034,28331,0
10167,52025,28315,0
10154,52015,28301,0
10141,52002,28281,0
10130,51989,28256,0
10121,51975,28227,0
10109,51957,28195,0
10093,51935,28160,0
10075,51912,28123,0
10057,51890,28087,0
10041,51870,28052,0
10027,51853,28016,0
10017,51837,27981,0
10005,51821,27949,0
9991,51803,27914,0
9975,51783,27874,0
9957,51764,27833,0
9937,51746,27795,0
9916,51728,27758,0
9896,51710,27723,0
9880,51697,27691,0
9865,51688,27660,0
9848,51680,27629,0
9833,51673,27600,0
9819,51668,27577,0
9805,51664,27559,0
9793,51659,27540,0
9781,51656,27522,0
9772,51656,27509,0
9764,51658,27502,0
9758,51659,27495,0
9753,51658,27486,0
9745,51656,27473,0
9733,51648,27453,0
9717,51635,27425,0
9700,51618,27389,0
9680,51599,27350,0
9656,51577,27308,0
9632,51554,27264,0
9609,51532,27222,0
9587,51512,27185,0
9563,51490,27152,0
9542,51467,27120,0
9526,51447,27091,0
9516,51433,27069,0
9508,51423,27051,0
9503,51415,27036,0
9500,51410,27030,0
9504,51410,27038,0
9517,51421,27061,0
9544,51443,27100,0
9584,51477,27157,0
9635,51518,27235,0
9694,51564,27327,0
9758,51610,27423,0
9823,51659,27526,0
9886,51709,27634,0
9947,51759,27741,0
10009,51809,27843,0
10071,51858,27944,0
10131,51904,28041,0
10184,51943,28127,0
10232,51975,28201,0
10273,52002,28264,0
10304,52024,28317,0
10322,52038,28351,0
10335,52044,28369,0
10348,52045,28378,0
10359,52043,28380,0
10366,52040,28377,0
10375,52040,28375,0
10385,52039,28374,0
10397,52037,28370,0
10410,52034,28364,0
10424,52031,28359,0
10436,52028,28354,0
10442,52023,28347,0
10442,52017,28341,0
10442,52015,28339,0
10447,52018,28343,0
10457,52026,28353,0
10472,52035,28361,0
10490,52045,28368,0
10507,52054,28372,0
10519,52061,28373,0
10526,52063,28366,0
10531,52062,28355,0
10536,52058,28346,0
10539,52053,28338,0
10542,52048,28330,0
10546,52045,28324,0
10553,52044,28325,0
10562,52044,28325,0
10571,52046,28321,0
10575,52048,28315,0
10572,52048,28306,0
10565,52045,28295,0
10556,52038,28282,0
10550,52031,28272,0
10547,52026,28268,0
10545,52021,28263,0
10550,52016,28255,0
10561,52015,28246,0
10576,52017,28240,0
10587,52017,28233,0
10593,52014,28227,0
10594,52009,28226,0
10593,52003,28229,0
10591,51997,28235,0
10596,51997,28247,0
10608,52007,28265,0
10626,52024,28284,0
10648,52044,28298,0
10673,52067,28310,0
10698,52085,28320,0
10716,52095,28326,0
10726,52098,28321,0
10729,52100,28309,0
10728,52102,28296,0
10726,52099,28279,0
10724,52092,28257,0
10721,52084,28235,0
10715,52072,28214,0
10704,52054,28187,0
10689,52033,28152,0
10674,52008,28111,0
10656,51980,28066,0
10636,51951,28018,0
10616,51924,27966,0
10601,51902,27916,0
10588,51883,27875,0
10581,51867,27842,0
10582,51857,27812,0
10591,51854,27786,0
10601,51854,27765,0
10609,51850,27743,0
10612,51843,27716,0
10613,51836,27687,0
10610,51829,27655,0
10604,51817,27621,0
10597,51804,27588,0
10591,51793,27564,0
10583,51786,27545,0
10576,51776,27523,0
10573,51764,27496,0
10572,51751,27470,0
10571,51737,27446,0
10567,51723,27421,0
10559,51711,27397,0
10548,51700,27377,0
10535,51690,27356,0
10525,51684,27333,0
10518,51681,27310,0
10514,51685,27295,0
10510,51690,27284,0
10507,51692,27269,0
10509,51692,27251,0
10509,51691,27235,0
10504,51688,27218,0
10494,51683,27199,0
10479,51674,27173,0
10463,51663,27141,0
10444,51648,27107,0
10426,51629,27070,0
10416,51609,27035,0
10410,51590,27003,0
10404,51571,26970,0
10397,51549,26933,0
10388,51527,26896,0
10373,51505,26860,0
10351,51481,26824,0
10330,51456,26790,0
10312,51436,26764,0
10294,51423,26746,0
10279,51415,26729,0
10271,51411,26712,0
10270,51411,26700,0
10277,51414,26699,0
10286,51420,26709,0
10298,51431,26734,0
10318,51450,26774,0
10348,51475,26832,0
10387,51508,26908,0
10435,51549,26999,0
10494,51597,27108,0
10561,51653,27232,0
10638,51716,27359,0
10722,51785,27488,0
10806,51854,27621,0
10886,51920,27753,0
10962,51982,27878,0
11035,52039,27995,0
