green_channel,red_channel,ir_channel
23163,49303,15587
23280,49399,15740
23457,49549,15971
23700,49760,16285
24012,50029,16682
24387,50349,17158
24815,50712,17701
25282,51104,18294
25773,51513,18917
26273,51928,19556
26771,52340,20199
27257,52743,20832
27723,53130,21445
28162,53496,22029
28571,53837,22575
28948,54151,23078
29294,54436,23535
29605,54689,23943
29875,54907,24300
30103,55090,24604
30291,55239,24857
30439,55357,25058
30548,55443,25210
30623,55500,25316
30668,55531,25385
30684,55539,25417
30669,55527,25408
30627,55494,25360
30558,55439,25275
30464,55363,25156
30350,55265,25004
30219,55150,24824
30071,55024,24620
29908,54886,24397
29731,54737,24161
29546,54579,23916
29355,54415,23666
29160,54246,23412
28964,54076,23155
28767,53904,22896
28569,53733,22637
28368,53560,22376
28169,53385,22110
27970,53210,21843
27772,53039,21583
27578,52874,21333
27396,52718,21093
27231,52575,20871
27083,52448,20672
26953,52342,20503
26848,52260,20367
26775,52204,20270
26736,52176,20217
26728,52177,20208
26753,52206,20239
26810,52260,20308
26893,52337,20411
26998,52430,20543
27123,52534,20700
27259,52647,20874
27402,52768,21062
27552,52897,21263
27709,53031,21469
27870,53164,21672
28030,53293,21868
28183,53416,22053
28324,53529,22225
28450,53629,22382
28560,53716,22525
28652,53789,22647
28726,53847,22743
28780,53890,22812
28815,53919,22854
28830,53934,22871
28829,53934,22866
28811,53918,22839
28780,53888,22791
28738,53846,22728
28688,53798,22655
28628,53743,22574
28559,53678,22479
28479,53604,22369
28385,53523,22247
28278,53437,22117
28163,53343,21975
28043,53245,21821
27920,53145,21659
27794,53043,21493
27664,52938,21324
27533,52831,21155
27403,52725,20988
27274,52616,20824
27146,52505,20661
27023,52397,20498
26903,52293,20334
26789,52197,20176
26680,52107,20023
26575,52020,19876
26475,51935,19734
26378,51852,19601
26283,51773,19474
26193,51697,19352
26108,51625,19236
26027,51556,19126
25947,51490,19020
25867,51428,18919
25789,51367,18823
25716,51306,18733
25650,51244,18648
25592,51187,18563
25539,51135,18477
25488,51086,18394
25437,51038,18316
25387,50989,18240
25337,50941,18166
25286,50897,18095
25235,50858,18023
25186,50821,17952
25139,50786,17886
25093,50753,17825
25049,50723,17768
25007,50693,17712
24966,50662,17655
24923,50633,17600
24883,50604,17549
24844,50575,17502
24808,50547,17457
24775,50520,17415
24749,50498,17378
24732,50481,17348
24728,50476,17335
24745,50488,17350
24793,50527,17404
24881,50601,17509
25017,50717,17677
25205,50880,17915
25450,51092,18230
25750,51349,18619
26099,51646,19077
26492,51978,19592
26918,52337,20149
27364,52708,20730
27816,53082,21320
28265,53453,21908
28703,53814,22487
29124,54160,23047
29519,54485,23579
29885,54789,24077
30223,55071,24537
30532,55329,24954
30809,55559,25325
31052,55762,25648
31259,55940,25923
31429,56087,26151
31563,56199,26331
31659,56278,26464
31719,56325,26551
31746,56343,26592
31741,56329,26588
31706,56288,26543
31642,56224,26461
31554,56141,26347
31446,56043,26205
31319,55929,26036
31176,55800,25844
31018,55660,25632
30848,55515,25408
30672,55365,25175
30492,55214,24938
30307,55057,24696
30117,54897,24452
29924,54738,24206
29730,54577,23956
29531,54412,23702
29328,54242,23443
29125,54070,23182
28925,53897,22923
28728,53728,22672
28543,53570,22433
28373,53425,22210
28223,53298,22012
28096,53193,21843
27997,53112,21707
27931,53059,21611
27901,53035,21560
27903,53037,21554
27934,53064,21587
27995,53118,21657
28082,53194,21762
28187,53287,21897
28306,53394,22055
28436,53513,22228
28577,53638,22412
28724,53768,22603
28873,53898,22795
29019,54025,22983
29158,54145,23162
29287,54255,23328
29407,54357,23479
29516,54445,23612
29612,54517,23726
29692,54572,23822
29754,54614,23899
29801,54642,23955
29828,54658,23994
29836,54661,24013
29829,54652,24011
29809,54632,23987
29776,54601,23946
29731,54560,23885
29675,54510,23806
29607,54454,23711
29528,54389,23605
29441,54314,23487
29346,54230,23354
29244,54139,23210
29133,54042,23060
29015,53945,22906
28895,53850,22749
28775,53752,22589
28655,53650,22428
28534,53545,22264
28414,53439,22097
28295,53335,21930
28173,53231,21761
28049,53125,21592
27925,53021,21422
27804,52920,21254
27684,52818,21085
27566,52718,20919
27454,52619,20757
27346,52523,20600
27242,52428,20448
27141,52336,20300
27043,52252,20159
26949,52174,20027
26856,52102,19904
26767,52038,19788
26687,51980,19680
26618,51928,19580
26556,51880,19489
26500,51834,19405
26447,51792,19331
26396,51751,19264
26345,51714,19203
26294,51677,19144
26246,51643,19086
26201,51609,19032
26158,51575,18977
26116,51539,18919
26075,51502,18859
26036,51466,18801
25995,51432,18745
25954,51402,18688
25915,51371,18629
25875,51339,18566
25834,51304,18503
25793,51268,18443
25751,51229,18385
25705,51186,18328
25657,51141,18270
25611,51102,18214
25570,51068,18162
25531,51037,18116
25497,51011,18076
25475,50995,18047
25469,50992,18035
25484,51009,18052
25531,51054,18113
25623,51139,18237
25766,51268,18434
25964,51445,18709
26224,51673,19062
26543,51948,19484
26911,52263,19967
27317,52610,20499
27750,52978,21064
28200,53356,21648
28654,53733,22236
29099,54104,22816
29527,54464,23378
29932,54806,23916
30308,55122,24421
30653,55409,24889
30965,55664,25312
31239,55890,25686
31470,56085,26010
31662,56248,26283
31816,56378,26505
31934,56478,26678
32015,56546,26806
32061,56583,26888
32077,56596,26922
32063,56583,26911
32019,56545,26859
31949,56484,26768
31856,56403,26642
31743,56303,26487
31609,56187,26309
31457,56058,26114
31293,55919,25902
31121,55772,25676
30941,55618,25438
30753,55460,25193
30559,55299,24939
30363,55136,24678
30162,54969,24415
29957,54797,24147
29751,54621,23875
29542,54440,23601
29331,54255,23325
29120,54070,23048
28914,53888,22774
28715,53713,22511
28528,53552,22265
28363,53410,22042
28224,53288,21848
28116,53191,21692
28036,53122,21579
27987,53082,21512
27970,53072,21491
27985,53090,21513
28030,53135,21573
28104,53203,21670
28205,53294,21801
28329,53404,21962
28469,53529,22141
28618,53662,22331
28772,53799,22525
28925,53935,22719
29071,54066,22908
29210,54192,23089
29341,54309,23259
29461,54411,23414
29565,54496,23548
29654,54566,23659
29729,54622,23750
29787,54665,23822
29825,54691,23875
29847,54704,23905
29854,54704,23913
29845,54692,23900
29818,54669,23866
29778,54637,23812
29723,54594,23737
29655,54540,23644
29573,54472,23533
29479,54391,23404
29372,54296,23258
29253,54190,23097
29122,54076,22925
28983,53960,22745
28838,53842,22558
28687,53717,22366
28530,53585,22169
28375,53454,21972
28225,53324,21773
28075,53195,21573
27923,53066,21370
27771,52939,21166
27622,52814,20965
27476,52695,20772
27335,52581,20588
27199,52473,20411
27069,52371,20242
26943,52274,20082
26826,52182,19926
26719,52095,19777
26617,52011,19634
26521,51929,19499
26428,51852,19369
26339,51779,19247
26255,51708,19131
26176,51640,19021
26101,51577,18919
26031,51517,18822
25963,51459,18727
25897,51402,18631
25832,51346,18536
25769,51292,18443
25710,51240,18354
25658,51191,18271
25611,51149,18193
25565,51109,18118
25518,51070,18046
25469,51029,17975
25419,50988,17905
25367,50948,17838
25314,50906,17774
25258,50862,17711
25200,50816,17644
25140,50771,17576
25078,50723,17502
25014,50673,17424
24950,50620,17341
24885,50567,17255
24818,50513,17167
24750,50464,17083
24687,50419,17003
24629,50375,16927
24574,50332,16856
24520,50290,16789
24473,50253,16727
24438,50224,16674
24418,50204,16639
24420,50201,16635
24454,50226,16676
24531,50291,16775
24662,50405,16945
24854,50574,17197
25112,50799,17532
25432,51078,17947
25806,51403,18435
26224,51767,18982
26673,52156,19572
27141,52557,20189
27614,52959,20814
28082,53350,21430
28535,53726,22027
28966,54082,22593
29368,54415,23121
29740,54722,23606
30077,55001,24046
30374,55248,24437
30628,55458,24777
30840,55632,25062
31010,55772,25294
31136,55879,25475
31222,55951,25604
31273,55991,25682
31287,56001,25708
31266,55981,25687
31214,55933,25623
31135,55862,25522
31030,55770,25386
30899,55657,25217
30748,55524,25022
30577,55378,24805
30392,55220,24568
30193,55048,24311
29984,54865,24037
29769,54674,23749
29547,54479,23451
29316,54279,23146
29077,54074,22832
28832,53866,22512
28584,53655,22190
28331,53444,21865
28075,53232,21537
27817,53020,21209
27564,52811,20883
27322,52605,20565
27094,52409,20267
26887,52231,19996
26706,52081,19761
26555,51963,19568
26443,51879,19422
26372,51829,19327
26345,51812,19289
26359,51829,19305
26416,51880,19370
26512,51963,19480
26637,52073,19631
26785,52204,19816
26953,52352,20028
27138,52515,20262
27331,52688,20507
27524,52860,20755
27712,53025,20998
27890,53179,21228
28056,53320,21443
28205,53444,21640
28338,53552,21818
28451,53643,21970
28542,53714,22095
28609,53766,22191
28657,53805,22259
28688,53828,22300
28700,53834,22312
28693,53821,22296
28669,53793,22252
28627,53750,22185
28563,53694,22100
28480,53626,21998
28382,53547,21880
28268,53459,21746
28143,53362,21598
28010,53255,21437
27871,53142,21263
27725,53021,21075
27571,52892,20876
27412,52756,20667
27250,52617,20453
27089,52477,20237
26929,52339,20023
26772,52205,19811
26619,52077,19601
26467,51950,19396
26315,51826,19197
26169,51704,19004
26030,51588,18820
25899,51480,18647
25773,51379,18487
25654,51284,18335
25544,51193,18187
25439,51105,18044
25339,51023,17906
25244,50945,17775
25154,50870,17650
25066,50799,17532
24982,50731,17421
24903,50667,17316
24829,50606,17219
24761,50549,17129
24695,50495,17042
24634,50445,16959
24578,50399,16880
24524,50355,16803
24469,50311,16729
24416,50269,16656
24365,50227,16587
24316,50182,16519
24268,50137,16448
24222,50095,16376
24177,50055,16304
24130,50017,16236
24082,49980,16171
24035,49943,16109
23991,49908,16051
23950,49876,15996
23910,49845,15941
23869,49815,15889
23829,49789,15841
23792,49768,15802
23765,49757,15776
23758,49757,15770
23776,49773,15794
23825,49814,15864
23917,49893,15990
24064,50019,16183
24276,50199,16457
24554,50432,16818
24896,50718,17263
25294,51054,17781
25736,51429,18358
26206,51830,18977
26693,52246,19614
27182,52663,20254
27657,53069,20883
28112,53458,21489
28541,53823,22064
28937,54161,22598
29294,54467,23088
29612,54741,23528
29892,54981,23913
30134,55184,24242
30334,55350,24516
30490,55480,24736
30605,55575,24904
30684,55637,25022
30731,55667,25093
30745,55668,25116
30727,55642,25095
30676,55592,25033
30593,55516,24934
30483,55421,24799
30349,55308,24632
30192,55178,24437
30013,55030,24213
29816,54866,23964
29606,54692,23697
29389,54510,23420
29168,54321,23135
28941,54124,22840
28708,53923,22534
28471,53719,22219
28226,53507,21894
27974,53289,21559
27716,53067,21217
27451,52843,20869
27185,52621,20521
26930,52404,20182
26691,52197,19861
26473,52007,19565
26277,51841,19306
26111,51705,19095
25983,51604,18935
25897,51539,18831
25854,51511,18783
25856,51521,18793
25903,51565,18856
25991,51641,18970
26116,51749,19131
26273,51885,19331
26456,52041,19563
26657,52214,19819
26869,52397,20091
27087,52585,20374
27306,52773,20661
27520,52952,20941
27722,53119,21205
27908,53271,21447
28073,53410,21664
28217,53532,21853
28338,53636,22012
28439,53719,22140
28516,53781,22240
28567,53824,22311
28594,53848,22354
28600,53854,22367
28586,53841,22352
28553,53813,22312
28503,53770,22249
28437,53713,22165
28356,53643,22061
28260,53563,21937
28152,53474,21793
28035,53377,21634
27911,53273,21464
27782,53165,21287
27649,53052,21107
27512,52936,20923
27371,52818,20736
27226,52696,20548
27080,52571,20363
26935,52445,20178
26789,52320,19992
26640,52196,19805
26494,52075,19621
26358,51958,19445
26230,51847,19279
26105,51741,19117
25985,51640,18957
25873,51542,18802
25768,51447,18653
25670,51362,18513
25581,51285,18382
25497,51215,18261
25419,51151,18150
25347,51094,18050
25281,51041,17960
25219,50993,17880
25161,50949,17808
25109,50909,17739
25061,50872,17672
25015,50837,17606
24968,50801,17541
24917,50766,17477
24865,50731,17415
24815,50696,17353
24766,50659,17291
24718,50620,17228
24670,50579,17161
24623,50538,17093
24574,50497,17023
24526,50457,16955
24482,50418,16890
24440,50382,16829
24400,50348,16772
24360,50318,16721
24321,50290,16676
24285,50263,16636
24258,50241,16608
24245,50233,16595
24256,50245,16604
24295,50280,16649
24370,50343,16745
24493,50447,16908
24675,50604,17151
24923,50818,17482
25240,51090,17904
25624,51416,18407
26064,51790,18977
26544,52198,19601
27046,52625,20260
27560,53058,20933
28074,53488,21603
28576,53906,22258
29054,54303,22887
29501,54679,23485
29916,55026,24044
30293,55339,24559
30632,55622,25025
30934,55875,25439
31197,56094,25797
31417,56277,26099
31596,56424,26345
31739,56540,26541
31846,56628,26690
31915,56685,26790
31947,56710,26840
31948,56708,26843
31921,56682,26804
31866,56634,26725
31784,56565,26611
31679,56476,26467
31553,56368,26298
31407,56242,26106
31243,56103,25892
31068,55956,25662
30885,55804,25424
30693,55644,25180
30494,55477,24931
30291,55304,24678
30089,55126,24420
29887,54946,24156
29684,54767,23887
29480,54590,23612
29276,54414,23338
29075,54239,23070
28881,54067,22809
28696,53902,22560
28522,53749,22329
28364,53612,22120
28228,53499,21943
28120,53415,21806
28041,53358,21710
27995,53327,21657
27982,53325,21646
28003,53350,21676
28055,53400,21747
28137,53474,21855
28244,53568,21994
28374,53676,22161
28519,53795,22348
28675,53923,22550
28835,54056,22758
28996,54193,22965
29154,54329,23168
29308,54463,23366
29455,54591,23554
29594,54709,23730
29719,54817,23891
29829,54910,24034
29923,54989,24155
30000,55052,24254
30060,55100,24329
30102,55133,24382
30126,55153,24410
30129,55156,24417
30111,55137,24401
30076,55101,24363
30029,55050,24306
29972,54987,24231
29902,54916,24140
29820,54839,24035
29730,54755,23916
29632,54666,23785
29525,54571,23647
29413,54473,23500
29296,54372,23346
29175,54269,23186
29053,54165,23020
28930,54061,22851
28805,53957,22680
28676,53853,22510
28547,53750,22341
28421,53648,22175
28297,53545,22013
28175,53444,21853
28056,53345,21694
27948,53248,21541
27852,53158,21397
27761,53074,21262
27671,52996,21136
27584,52926,21018
27498,52864,20909
27412,52805,20805
27331,52747,20706
27256,52688,20609
27186,52628,20515
27120,52567,20424
27057,52508,20337
26996,52451,20252
26938,52396,20167
26880,52343,20087
26822,52291,20011
26766,52245,19937
26714,52205,19866
26666,52167,19801
26619,52131,19738
26575,52098,19676
26535,52068,19617
26496,52037,19559
26455,52007,19502
26414,51976,19445
26371,51945,19388
26328,51911,19333
26287,51878,19282
26247,51846,19236
26211,51818,19194
26180,51795,19159
26161,51783,19133
26157,51781,19124
26173,51794,19145
26219,51831,19205
26307,51904,19315
26446,52021,19491
26641,52189,19747
26900,52412,20086
27221,52687,20504
27597,53006,20992
28014,53361,21539
28461,53745,22131
28929,54145,22752
29407,54550,23387
29882,54952,24022
30349,55346,24648
30805,55728,25256
31243,56093,25841
31652,56438,26394
32032,56758,26907
32384,57051,27376
32704,57317,27802
32989,57554,28185
33237,57763,28522
33445,57940,28807
33615,58083,29037
33751,58193,29215
33853,58271,29343
33922,58317,29421
33956,58333,29453
33953,58318,29440
33919,58278,29385
33859,58219,29292
33772,58142,29168
33662,58048,29015
33534,57939,28839
33392,57819,28643
33236,57686,28431
33068,57540,28208
32890,57384,27978
32706,57223,27745
32521,57061,27514
32335,56901,27285
32150,56744,27058
31968,56587,26830
31788,56430,26601
31611,56272,26370
31437,56117,26140
31267,55965,25913
31102,55819,25693
30943,55681,25483
30796,55557,25291
30670,55452,25127
30568,55370,24996
30492,55312,24899
30446,55278,24837
30429,55266,24810
30439,55274,24818
30473,55299,24856
30528,55341,24921
30598,55398,25010
30685,55469,25122
30785,55555,25252
30897,55653,25394
31017,55760,25546
31142,55871,25707
31266,55983,25871
31387,56093,26032
31506,56200,26187
31618,56301,26333
31721,56392,26468
31814,56472,26593
31896,56539,26703
31962,56593,26793
32012,56631,26860
32044,56655,26907
32060,56666,26935
32061,56661,26942
32050,56642,26927
32029,56611,26890
31996,56570,26838
31951,56521,26771
31894,56468,26687
31825,56408,26586
31743,56339,26473
31653,56259,26350
31556,56172,26214
31452,56077,26068
31340,55977,25913
31224,55876,25752
31105,55775,25589
30988,55677,25425
30869,55578,25261
30749,55477,25099
30629,55374,24937
30511,55270,24777
30395,55166,24620
30283,55063,24467
30175,54965,24319
30068,54872,24177
29961,54782,24040
29854,54697,23907
29750,54617,23777
29652,54539,23652
29562,54464,23536
29481,54395,23427
29409,54332,23324
29344,54275,23228
29285,54224,23142
29231,54176,23063
29181,54132,22987
29135,54090,22915
29089,54051,22852
29045,54017,22794
29006,53984,22736
28969,53950,22678
28932,53917,22620
28893,53883,22558
28851,53846,22493
28808,53805,22426
28764,53763,22360
28720,53723,22297
28676,53684,22238
28629,53646,22181
28582,53608,22124
28539,53571,22064
28501,53536,22004
28467,53502,21944
28434,53470,21886
28399,53436,21829
28363,53401,21774
28325,53365,21720
28287,53333,21669
28251,53304,21620
28219,53278,21577
28193,53256,21541
28173,53240,21515
28165,53234,21508
28180,53246,21528
28228,53287,21591
28321,53366,21710
28464,53491,21895
28662,53669,22153
28916,53899,22487
29225,54175,22892
29584,54491,23360
29984,54838,23878
30412,55208,24435
30855,55592,25017
31305,55979,25612
31757,56363,26208
32201,56737,26797
32630,57098,27369
33039,57441,27914
33419,57763,28423
33768,58059,28892
34087,58327,29319
34374,58569,29699
