green_channel,red_channel,ir_channel
27148,51911,19499
27106,51876,19446
27061,51839,19390
27012,51800,19331
26961,51759,19268
26907,51716,19201
26854,51676,19135
26808,51639,19073
26769,51605,19018
26739,51578,18972
26720,51558,18938
26716,51550,18924
26731,51560,18942
26776,51599,19002
26866,51676,19120
27013,51800,19311
27221,51977,19586
27493,52210,19946
27828,52496,20390
28222,52832,20912
28665,53209,21500
29141,53618,22136
29637,54046,22797
30135,54477,23466
30624,54899,24129
31098,55308,24773
31549,55697,25388
31970,56058,25966
32357,56388,26503
32711,56689,26993
33031,56957,27433
33317,57193,27823
33568,57398,28161
33784,57573,28447
33964,57718,28683
34107,57831,28869
34213,57913,29006
34285,57966,29097
34326,57992,29144
34334,57990,29151
34309,57962,29116
34256,57908,29042
34178,57831,28933
34078,57736,28794
33958,57625,28628
33823,57503,28438
33674,57371,28229
33511,57228,28008
33337,57079,27774
33157,56925,27533
32973,56766,27289
32784,56604,27043
32592,56439,26795
32402,56274,26545
32214,56111,26294
32027,55946,26045
31840,55781,25796
31653,55621,25547
31467,55464,25300
31284,55310,25058
31109,55162,24826
30948,55025,24610
30804,54904,24422
30684,54802,24266
30594,54725,24142
30538,54677,24056
30513,54657,24014
30518,54664,24014
30552,54696,24051
30612,54750,24120
30693,54826,24224
30791,54920,24356
30904,55021,24509
31028,55130,24675
31161,55243,24850
31296,55359,25028
31430,55472,25204
31559,55582,25375
31679,55685,25535
31785,55778,25682
31879,55859,25813
31961,55929,25930
32031,55988,26029
32089,56035,26108
32135,56071,26165
32168,56098,26201
32185,56111,26214
32187,56109,26208
32176,56095,26183
32149,56067,26139
32104,56024,26076
32045,55970,25995
31975,55904,25899
31892,55829,25786
31800,55746,25662
31704,55658,25531
31603,55565,25394
31497,55469,25247
31387,55370,25093
31272,55268,24933
31154,55162,24769
31032,55053,24602
30903,54940,24432
30770,54827,24257
30634,54716,24079
30499,54606,23901
30367,54498,23727
30242,54396,23556
30124,54300,23393
30011,54206,23236
29899,54112,23084
29790,54019,22938
29687,53929,22798
29588,53841,22665
29493,53759,22539
29400,53683,22417
29310,53611,22296
29223,53542,22176
29140,53474,22059
29061,53410,21948
28988,53349,21843
28920,53289,21744
28855,53234,21650
28793,53184,21561
28737,53138,21475
28684,53092,21394
28635,53045,21319
28587,53000,21249
28537,52955,21181
28488,52911,21113
28443,52870,21046
28404,52833,20981
28367,52800,20918
28329,52767,20857
28287,52732,20793
28246,52696,20728
28205,52659,20662
28160,52620,20594
28111,52580,20524
28062,52541,20454
28013,52503,20388
27964,52467,20328
27914,52430,20272
27866,52393,20216
27820,52357,20159
27775,52321,20102
27731,52286,20048
27693,52254,19998
27666,52230,19958
27654,52220,19937
27664,52230,19949
27707,52269,20008
27796,52349,20130
27939,52477,20327
28145,52659,20605
28414,52897,20965
28739,53186,21405
29118,53518,21916
29543,53886,22485
30001,54278,23096
30476,54681,23729
30956,55085,24366
31429,55485,24997
31888,55873,25609
32324,56240,26194
32730,56581,26743
33102,56894,27249
33441,57177,27710
33749,57429,28126
34023,57651,28495
34264,57846,28814
34469,58014,29083
34636,58152,29302
34763,58257,29469
34854,58327,29588
34912,58366,29661
34936,58377,29692
34927,58364,29680
34889,58327,29628
34824,58268,29540
34735,58186,29417
34622,58084,29264
34491,57965,29084
34345,57834,28884
34186,57694,28670
34017,57552,28446
33841,57407,28215
33662,57257,27980
33478,57103,27745
33293,56946,27509
33107,56787,27271
32922,56629,27029
32736,56470,26785
32549,56309,26539
32359,56148,26293
32167,55988,26047
31980,55828,25804
31804,55676,25570
31644,55536,25351
31501,55411,25152
31378,55306,24981
31278,55221,24841
31203,55160,24737
31155,55125,24671
31134,55114,24645
31143,55127,24655
31181,55161,24698
31246,55216,24775
31335,55290,24880
31443,55380,25007
31563,55482,25151
31690,55588,25304
31816,55692,25464
31938,55794,25624
32054,55893,25782
32164,55989,25935
32268,56080,26081
32366,56165,26215
32454,56242,26340
32531,56310,26451
32595,56368,26543
32645,56412,26613
32681,56442,26662
32700,56456,26688
32702,56455,26693
32691,56442,26677
32667,56418,26643
32629,56382,26590
32581,56335,26519
32525,56279,26432
32457,56215,26331
32373,56140,26219
32276,56054,26093
32169,55960,25953
32054,55862,25807
31934,55763,25658
31813,55662,25501
31688,55557,25335
31558,55445,25160
31423,55327,24980
31289,55211,24800
31156,55097,24620
31024,54984,24443
30892,54869,24266
30761,54757,24090
30633,54648,23917
30509,54542,23749
30387,54437,23587
30270,54333,23431
30157,54234,23281
30048,54142,23137
29943,54055,23000
29844,53973,22867
29751,53894,22739
29659,53819,22617
29570,53747,22502
29488,53680,22392
29413,53614,22288
29344,53555,22192
29283,53504,22101
29226,53457,22015
29173,53411,21932
29122,53360,21853
29069,53308,21775
29018,53262,21699
28969,53219,21626
28920,53178,21556
28872,53138,21485
28827,53102,21417
28783,53067,21352
28740,53031,21288
28698,52995,21224
28655,52959,21159
28607,52921,21094
28556,52881,21029
28504,52840,20964
28454,52798,20898
28405,52754,20833
28353,52711,20769
28300,52669,20703
28249,52630,20638
28200,52592,20576
28152,52554,20514
28107,52515,20453
28063,52476,20394
28016,52439,20338
27972,52402,20283
27937,52368,20236
27913,52344,20202
27902,52334,20187
27914,52346,20203
27961,52385,20261
28055,52464,20377
28205,52591,20566
28416,52770,20838
28691,53006,21197
29026,53295,21640
29411,53630,22152
29834,54000,22719
30287,54394,23322
30754,54799,23945
31222,55202,24576
31677,55596,25195
32114,55972,25788
32524,56325,26349
32903,56653,26872
33252,56955,27356
33573,57231,27798
33863,57479,28196
34115,57694,28546
34329,57876,28845
34508,58027,29093
34653,58145,29288
34765,58233,29434
34843,58292,29534
34890,58324,29592
34905,58330,29608
34889,58309,29585
34847,58261,29520
34779,58187,29417
34682,58092,29279
34557,57977,29111
34414,57846,28916
34256,57702,28699
34085,57549,28466
33901,57389,28224
33710,57226,27977
33515,57061,27726
33319,56895,27475
33123,56731,27224
32928,56570,26971
32733,56409,26713
32535,56244,26450
32329,56074,26180
32119,55902,25906
31913,55731,25633
31715,55564,25369
31528,55405,25116
31358,55257,24884
31210,55128,24680
31084,55022,24509
30986,54942,24372
30920,54888,24272
30885,54863,24215
30878,54864,24201
30900,54891,24227
30953,54941,24291
31032,55009,24390
31134,55092,24517
31252,55187,24667
31382,55293,24834
31519,55406,25012
31658,55521,25195
31797,55637,25380
31932,55752,25561
32060,55860,25734
32178,55960,25895
32285,56052,26043
32384,56138,26176
32470,56214,26290
32539,56275,26382
32591,56319,26451
32623,56345,26496
32635,56354,26518
32627,56346,26513
32603,56326,26483
32564,56295,26430
32508,56251,26357
32437,56194,26264
32356,56127,26156
32266,56051,26034
32166,55967,25900
32060,55874,25757
31952,55776,25604
31840,55674,25442
31721,55570,25274
31598,55462,25106
31472,55353,24934
31344,55237,24755
31214,55117,24571
31081,54998,24385
30947,54881,24202
30812,54762,24018
30674,54639,23833
30535,54514,23650
30399,54392,23469
30266,54277,23293
30139,54168,23123
30019,54065,22958
29904,53965,22798
29793,53871,22645
29684,53781,22497
29577,53693,22352
29471,53609,22210
29368,53531,22076
29272,53458,21952
29184,53388,21837
29103,53322,21730
29029,53261,21632
28962,53206,21541
28901,53154,21452
28843,53106,21366
28789,53059,21282
28736,53013,21201
28685,52968,21122
28635,52925,21047
28587,52883,20974
28539,52842,20904
28491,52803,20833
28444,52765,20764
28398,52729,20699
28353,52695,20640
28313,52663,20585
28275,52632,20530
28234,52598,20475
28188,52561,20419
28139,52523,20361
28090,52482,20300
28041,52439,20236
27989,52395,20169
27936,52350,20099
27883,52303,20025
27829,52255,19950
27774,52209,19873
27720,52165,19793
27665,52120,19713
27607,52073,19632
27545,52025,19553
27485,51978,19477
27429,51936,19404
27379,51897,19340
27342,51868,19291
27325,51855,19264
27336,51870,19277
27385,51918,19343
27485,52009,19476
27648,52151,19687
27878,52349,19987
28174,52603,20377
28532,52908,20850
28945,53261,21396
29399,53650,21999
29875,54061,22638
30359,54480,23291
30838,54896,23941
31304,55295,24570
31747,55672,25168
32160,56022,25726
32543,56342,26239
32891,56630,26702
33202,56885,27113
33473,57112,27474
33703,57308,27783
33892,57470,28042
34039,57602,28252
34149,57702,28412
34224,57768,28521
34265,57798,28583
34271,57797,28601
34245,57768,28573
34189,57714,28503
34106,57638,28395
33999,57541,28254
33871,57427,28083
33726,57297,27886
33566,57155,27669
33392,57003,27435
33205,56840,27183
33003,56668,26917
32788,56489,26642
32566,56301,26360
32343,56109,26075
32119,55916,25783
31892,55720,25482
31664,55522,25173
31436,55323,24858
31207,55121,24543
30976,54920,24230
30751,54726,23924
30537,54542,23630
30336,54370,23357
30152,54212,23111
29994,54075,22898
29864,53966,22722
29763,53885,22591
29697,53835,22505
29670,53816,22467
29683,53833,22476
29730,53883,22536
29809,53961,22643
29917,54063,22789
30050,54181,22967
30202,54313,23167
30366,54455,23382
30534,54602,23603
30702,54747,23826
30865,54888,24046
31017,55020,24256
31159,55143,24448
31289,55256,24616
31405,55356,24758
31505,55441,24878
31588,55513,24977
31653,55568,25055
31697,55604,25111
31719,55623,25144
31722,55627,25154
31709,55615,25141
31678,55588,25105
31632,55547,25045
31572,55494,24963
31499,55429,24864
31411,55351,24749
31309,55260,24619
31194,55158,24474
31068,55047,24316
30935,54929,24149
30796,54805,23972
30653,54681,23786
30507,54557,23596
30358,54431,23400
30205,54300,23199
30051,54165,22992
29899,54028,22783
29748,53896,22577
29603,53772,22374
29464,53655,22181
29329,53544,21999
29198,53438,21828
29074,53337,21665
28958,53239,21507
28845,53144,21355
28737,53053,21210
28635,52965,21070
28538,52884,20936
28446,52808,20808
28357,52735,20685
28271,52665,20566
28192,52597,20450
28118,52534,20341
28046,52475,20242
27978,52420,20150
27914,52368,20068
27851,52319,19996
27790,52271,19926
27733,52224,19855
27677,52177,19784
27620,52127,19714
27565,52078,19644
27514,52036,19575
27465,52000,19508
27417,51966,19443
27370,51931,19377
27325,51897,19315
27280,51865,19257
27236,51836,19201
27194,51804,19142
27152,51767,19080
27106,51727,19017
27057,51683,18950
27008,51638,18882
26960,51592,18818
26913,51549,18758
26865,51510,18701
26818,51474,18643
26776,51438,18586
26737,51405,18534
26702,51379,18492
26681,51364,18466
26680,51366,18465
26705,51393,18500
26767,51451,18582
26877,51552,18731
27045,51703,18958
27273,51906,19268
27564,52160,19661
27914,52465,20131
28315,52811,20664
28755,53187,21248
29218,53584,21865
29694,53989,22497
30166,54391,23127
30622,54781,23742
31055,55151,24328
31462,55494,24879
31839,55808,25388
32181,56093,25854
32485,56347,26272
32750,56569,26636
32974,56757,26946
33156,56912,27201
33298,57033,27402
33404,57120,27548
33477,57175,27648
33517,57199,27704
33522,57194,27714
33495,57164,27680
33439,57110,27604
33352,57033,27488
33237,56934,27338
33100,56818,27158
32945,56688,26952
32773,56545,26724
32586,56388,26476
32389,56218,26211
32181,56035,25935
31963,55844,25650
31736,55648,25354
31502,55450,25048
31264,55248,24734
31020,55039,24413
30770,54824,24083
30517,54604,23744
30263,54380,23400
30008,54158,23056
29757,53942,22720
29516,53738,22401
29293,53552,22105
29093,53390,21840
28924,53252,21612
28787,53143,21430
28688,53067,21300
28630,53028,21226
28619,53027,21211
28650,53060,21254
28719,53124,21349
28823,53215,21492
28959,53334,21678
29121,53477,21898
29302,53636,22140
29496,53806,22394
29695,53980,22653
29891,54152,22911
30077,54317,23162
30251,54469,23399
30413,54605,23617
30558,54723,23810
30683,54822,23974
30784,54901,24108
30863,54963,24215
30923,55009,24297
30964,55038,24353
30985,55050,24378
30987,55045,24372
30969,55027,24343
30933,54998,24294
30884,54959,24226
30823,54907,24138
30750,54845,24034
30666,54774,23918
30572,54694,23791
30465,54601,23651
30343,54496,23497
30208,54381,23330
30065,54258,23151
29919,54132,22962
29769,54004,22763
29615,53873,22557
29461,53743,22348
29312,53616,22141
29169,53492,21937
29027,53369,21734
28887,53247,21532
28747,53127,21339
28605,53012,21157
28465,52901,20985
28330,52793,20818
28202,52688,20658
28080,52588,20508
27963,52491,20366
27856,52400,20233
27760,52316,20106
27676,52239,19985
27601,52172,19868
27535,52114,19757
27472,52061,19652
27412,52011,19555
27356,51964,19463
27306,51917,19379
27257,51870,19298
27206,51822,19221
27150,51774,19146
27094,51725,19073
27041,51678,19001
26988,51636,18932
26937,51600,18869
26893,51568,18812
26853,51538,18761
26812,51508,18712
26771,51479,18661
26731,51449,18606
26690,51415,18546
26646,51376,18480
26599,51334,18412
26553,51291,18343
26508,51248,18276
26462,51205,18209
26413,51161,18139
26360,51115,18065
26303,51068,17995
26245,51023,17928
26188,50979,17863
26134,50938,17803
26086,50898,17750
26044,50864,17703
26012,50840,17666
25995,50830,17649
26002,50840,17668
26046,50882,17734
26140,50969,17862
26295,51113,18069
26521,51318,18372
26823,51586,18777
27197,51916,19275
27634,52296,19853
28116,52711,20497
28628,53148,21182
29156,53594,21887
29684,54040,22592
30198,54477,23282
30688,54896,23941
31148,55291,24562
31576,55655,25143
31966,55984,25678
32318,56278,26162
32629,56540,26591
32898,56768,26966
33130,56964,27290
33326,57130,27560
33485,57261,27777
33605,57358,27941
33686,57421,28056
33730,57451,28122
33740,57450,28139
33719,57423,28110
33670,57376,28040
33596,57308,27933
33496,57219,27793
33372,57110,27623
33223,56982,27425
33058,56840,27204
32882,56688,26966
32695,56527,26716
32498,56358,26458
32294,56185,26192
32085,56008,25921
31871,55826,25645
31653,55641,25363
31436,55455,25076
31219,55266,24785
30998,55076,24493
30778,54886,24201
30562,54700,23909
30352,54520,23622
30153,54346,23346
29967,54181,23087
29799,54032,22850
29655,53903,22645
29537,53798,22481
29451,53719,22361
29399,53668,22286
29381,53651,22260
29398,53667,22281
29450,53716,22346
29533,53794,22451
29641,53897,22592
29768,54017,22761
29912,54147,22951
30069,54284,23154
30230,54425,23366
30388,54567,23580
30541,54705,23793
30688,54835,23998
30823,54956,24194
30950,55065,24376
31068,55165,24538
31177,55252,24677
31267,55322,24793
31338,55376,24887
31390,55417,24956
31424,55443,25002
31439,55451,25025
31434,55444,25020
31410,55421,24989
31367,55384,24935
31309,55334,24861
31238,55273,24769
31159,55204,24662
31073,55127,24541
30979,55043,24409
30877,54951,24262
30768,54852,24103
30653,54746,23934
30529,54632,23757
30394,54510,23571
30250,54382,23377
30102,54253,23177
29952,54125,22974
29803,54000,22771
29657,53877,22569
29514,53755,22372
29369,53636,22180
29227,53517,21994
29090,53403,21815
28959,53294,21638
28831,53192,21467
28709,53095,21303
28596,53001,21150
28491,52911,21008
28393,52826,20878
28303,52746,20755
28220,52670,20640
28141,52597,20532
28065,52528,20430
27992,52464,20333
27921,52402,20239
27853,52343,20148
27787,52286,20055
27725,52232,19961
27669,52181,19870
27615,52134,19787
27562,52090,19711
27511,52050,19641
27461,52011,19575
27412,51975,19514
27363,51940,19456
27319,51907,19401
27277,51876,19346
27237,51843,19290
27199,51807,19231
27160,51770,19168
27119,51732,19101
27076,51695,19038
27032,51658,18978
26989,51621,18917
26945,51585,18856
26897,51550,18795
26848,51512,18731
26798,51469,18668
26745,51424,18604
26693,51379,18543
26642,51336,18483
26593,51293,18426
26548,51256,18375
26511,51230,18336
26491,51218,18317
26499,51227,18328
26540,51265,18384
26623,51340,18499
26758,51465,18686
26958,51645,18957
27226,51882,19319
27562,52178,19773
27964,52530,20311
28422,52926,20914
28916,53350,21564
29429,53787,22243
29945,54225,22931
30454,54657,23612
30948,55075,24276
31420,55476,24912
31862,55854,25510
32274,56203,26061
32648,56518,26562
32979,56799,27011
33269,57045,27407
33520,57254,27750
33731,57426,28038
33903,57563,28271
34041,57669,28449
34144,57748,28579
34213,57801,28667
34252,57828,28717
34263,57830,28730
34245,57809,28703
34199,57765,28639
34125,57698,28539
34028,57609,28408
33910,57501,28250
33770,57376,28067
33613,57237,27862
33447,57092,27642
33277,56944,27415
33103,56794,27185
32925,56643,26953
32745,56491,26715
32563,56338,26475
32378,56183,26237
32192,56026,25997
32009,55868,25749
31827,55707,25496
31643,55544,25240
31458,55380,24986
31278,55219,24736
31106,55068,24501
30946,54931,24287
30801,54812,24096
30680,54715,23934
30586,54644,23807
30522,54598,23718
30490,54577,23669
30486,54582,23663
30511,54614,23698
30562,54666,23769
30639,54737,23872
30739,54824,24002
30853,54922,24157
30976,55027,24331
31106,55138,24515
31240,55251,24701
31374,55363,24886
31505,55474,25063
31633,55581,25230
31756,55684,25386
31869,55780,25530
31970,55864,25658
32056,55937,25768
32128,55998,25859
32183,56045,25932
32220,56075,25983
32240,56090,26011
32244,56092,26016
32234,56079,26001
32209,56051,25968
32171,56012,25915
32121,55965,25842
32055,55910,25754
31978,55844,25650
31892,55770,25533
31797,55687,25404
31692,55593,25265
31580,55493,25115
31463,55387,24951
31341,55277,24778
31214,55166,24599
31084,55053,24413
30955,54937,24225
30824,54817,24036
30691,54697,23850
30555,54580,23668
30417,54461,23490
30279,54341,23315
30144,54225,23144
30014,54115,22976
29891,54008,22811
29773,53904,22654
29660,53807,22504
29555,53715,22358
29455,53627,22215
29357,53541,22078
29263,53462,21949
29176,53391,21827
29095,53327,21711
29019,53267,21599
28950,53210,21497
28886,53159,21403
28825,53113,21317
28768,53071,21236
28714,53028,21157
28662,52985,21080
28610,52943,21003
28558,52901,20930
28505,52859,20862
28452,52815,20795
28402,52770,20730
28355,52725,20666
28311,52685,20602
28271,52648,20539
28233,52612,20480
28197,52579,20422
28161,52548,20363
28125,52514,20302
28086,52478,20242
28044,52439,20184
27998,52398,20125
27951,52356,20061
27903,52313,19994
27852,52272,19927
27800,52232,19862
27749,52192,19797
27701,52153,19735
27655,52116,19676
27612,52082,19619
27575,52052,19566
27542,52029,19523
27517,52013,19494
27508,52011,19484
27528,52030,19509
27586,52079,19586
27691,52168,19729
27856,52308,19950
28085,52506,20256
28375,52761,20649
28723,53067,21122
29125,53419,21664
29570,53803,22260
30040,54208,22893
30525,54623,23546
31012,55039,24202
31492,55447,24846
31957,55841,25467
32399,56214,26056
32810,56560,26603
33187,56877,27105
33528,57161,27559
33831,57414,27965
34099,57637,28322
34329,57828,28628
34522,57986,28884
34678,58112,29087
34800,58209,29242
34889,58278,29348
34943,58315,29411
34964,58325,29433
34955,58308,29412
34917,58268,29351
34853,58204,29255
34767,58120,29128
34661,58021,28980
34537,57907,28815
34396,57779,28634
34246,57645,28435
34091,57511,28224
33928,57374,28003
33755,57235,27778
33578,57092,27548
33400,56944,27314
33219,56789,27076
33033,56630,26835
32847,56470,26591
32661,56308,26346
32473,56145,26101
32285,55982,25857
32103,55825,25622
31931,55677,25401
31770,55542,25200
31628,55424,25022
31511,55329,24869
31423,55256,24746
31363,55206,24661
31333,55182,24614
31334,55182,24604
31363,55205,24629
31415,55249,24688
31486,55313,24776
31576,55395,24888
31681,55490,25018
31795,55592,25163
31914,55695,25322
32037,55801,25488
32161,55907,25656
32282,56010,25822
32396,56111,25979
32503,56204,26119
32602,56289,26247
32694,56366,26364
32775,56436,26469
32844,56495,26556
32899,56538,26623
32937,56562,26669
32958,56569,26694
32964,56564,26699
32953,56549,26681
32924,56525,26645
32877,56488,26590
32816,56439,26517
32744,56377,26426
32663,56303,26321
32577,56221,26204
32486,56135,26075
32387,56047,25934
32278,55956,25783
32166,55865,25624
32049,55770,25460
31927,55670,25295
31802,55564,25129
31675,55454,24959
31546,55341,24785
31417,55224,24608
31290,55107,24429
31169,54993,24253
31049,54881,24080
30931,54772,23913
30816,54667,23753
30705,54569,23596
30597,54477,23445
30490,54391,23300
30388,54308,23161
30294,54228,23028
30203,54154,22902
30114,54084,22784
30029,54017,22674
29950,53954,22569
29878,53893,22472
29809,53834,22382
29745,53780,22294
29689,53731,22212
29639,53685,22136
29591,53642,22065
29543,53601,21999
29499,53561,21937
29458,53521,21879
29415,53485,21824
29368,53452,21768
29321,53418,21710
29275,53384,21650
29233,53350,21591
29194,53318,21535
29160,53288,21480
29124,53258,21424
29086,53228,21370
29047,53199,21316
29009,53169,21260
28968,53137,21201
28921,53101,21138
28873,53063,21072
28826,53024,21006
28780,52985,20945
28733,52946,20886
28686,52905,20826
28642,52862,20767
28599,52818,20712
28556,52775,20659
28515,52735,20605
28478,52697,20548
28444,52662,20494
28411,52636,20446
28388,52621,20413
28383,52622,20406
28408,52647,20439
28476,52708,20528
28597,52816,20687
28779,52978,20927
29026,53196,21252
29335,53468,21660
29697,53785,22138
30098,54136,22667
30526,54508,23234
30971,54892,23823
31419,55277,24421
31858,55653,25013
32282,56012,25587
32684,56352,26135
33061,56673,26649
33411,56969,27123
33731,57235,27550
34018,57474,27932
34273,57686,28268
34497,57871,28561
34688,58030,28809
34847,58162,29012
34976,58267,29171
35074,58347,29290
35140,58398,29368
35175,58422,29406
35181,58420,29404
35158,58390,29365
35106,58334,29291
35030,58256,29186
34933,58159,29053
34816,58047,28896
34682,57922,28717
34532,57787,28520
34371,57643,28310
34203,57493,28093
34028,57340,27867
33847,57187,27634
33665,57036,27397
33480,56886,27159
33291,56734,26919
33101,56580,26677
32911,56423,26431
32722,56264,26184
32536,56106,25936
32358,55956,25694
32190,55813,25461
32033,55679,25246
31892,55559,25057
31772,55458,24902
31677,55378,24780
31608,55319,24689
31567,55286,24634
31556,55281,24617
31571,55300,24636
31610,55337,24688
31670,55394,24770
31753,55466,24877
31853,55548,25006
31964,55636,25148
32084,55731,25299
32206,55831,25452
32327,55931,25605
32444,56032,25756
32556,56129,25902
32660,56218,26039
32755,56299,26164
32840,56374,26278
32912,56438,26376
32968,56490,26456
33008,56528,26519
33035,56553,26560
33051,56566,26581
33056,56568,26580
33048,56556,26561
33027,56531,26525
32992,56496,26472
32943,56452,26402
32881,56398,26317
32808,56334,26216
32723,56262,26100
32628,56180,25971
32524,56091,25834
32415,55998,25688
32305,55902,25534
32195,55806,25374
32084,55708,25211
31970,55607,25046
31854,55503,24878
31735,55399,24711
31614,55298,24546
31491,55198,24381
31368,55098,24218
31244,54995,24056
31122,54891,23895
31003,54788,23737
30890,54689,23586
30783,54595,23441
30680,54504,23302
30583,54418,23172
30494,54340,23053
30409,54264,22940
30327,54188,22829
30250,54116,22722
30178,54050,22620
30111,53991,22524
30045,53933,22431
29984,53879,22344
29928,53830,22264
29874,53784,22191
29826,53738,22119
29784,53694,22050
29749,53656,21987
29715,53625,21931
29681,53598,21880
29648,53572,21832
29613,53545,21784
29572,53518,21736
29528,53491,21685
29484,53464,21633
29441,53436,21581
29397,53406,21528
29355,53375,21472
29315,53343,21414
29276,53311,21356
29238,53279,21300
29200,53247,21244
29164,53216,21184
29126,53183,21122
29085,53146,21056
29041,53106,20987
28995,53063,20916
28946,53017,20845
28892,52968,20773
28835,52916,20700
28780,52862,20625
28726,52812,20549
28677,52769,20478
28634,52732,20419
28602,52702,20374
28582,52684,20346
28579,52685,20344
28605,52711,20381
28668,52769,20466
28777,52868,20613
28940,53014,20833
29162,53211,21130
29442,53456,21500
29771,53742,21936
30140,54061,22428
30541,54404,22959
30958,54763,23512
31378,55123,24074
31788,55476,24630
32183,55816,25168
32559,56141,25680
32913,56445,26161
33238,56723,26604
33533,56976,27004
33800,57201,27359
34037,57396,27667
34244,57561,27929
34421,57701,28145
34566,57815,28321
34674,57902,28456
34746,57961,28546
34787,57991,28593
34796,57995,28600
34774,57970,28571
34725,57920,28508
34654,57851,28412
34564,57762,28283
34452,57655,28128
34321,57534,27952
34178,57401,27756
34022,57260,27541
33853,57112,27314
33675,56961,27077
33493,56807,26835
33303,56649,26593
33108,56486,26349
32910,56321,26103
32711,56155,25853
32507,55985,25597
32302,55814,25336
32100,55645,25074
31903,55481,24813
31712,55324,24559
31530,55173,24317
31363,55034,24092
31217,54913,23890
31092,54814,23722
30994,54737,23592
30926,54683,23499
30888,54652,23446
30879,54646,23434
30900,54665,23462
30950,54709,23525
31028,54774,23618
31129,54858,23740
31246,54958,23885
31378,55072,24046
31521,55193,24220
31666,55317,24404
31809,55442,24590
31946,55562,24769
32074,55672,24938
32192,55770,25092
32296,55858,25231
32384,55934,25352
32456,55995,25451
32513,56042,25530
32557,56076,25589
32586,56095,25626
32598,56098,25643
32595,56088,25637
32578,56069,25610
32549,56041,25565
32502,56003,25502
32440,55950,25419
32363,55884,25321
32275,55807,25206
32179,55721,25078
32075,55630,24942
31965,55535,24799
31853,55437,24644
31736,55335,24481
31615,55230,24313
31491,55124,24141
31365,55016,23968
31236,54903,23794
31103,54789,23618
30971,54676,23441
30843,54567,23265
30713,54458,23090
30582,54350,22916
30454,54245,22746
30332,54147,22583
30215,54053,22430
30106,53962,22288
30007,53874,22152
29914,53788,22019
29827,53704,21890
29741,53625,21764
29659,53556,21643
29584,53496,21530
29514,53442,21428
29447,53389,21335
29384,53339,21252
29322,53292,21173
29259,53246,21097
29196,53201,21020
29139,53158,20944
29088,53118,20872
29039,53077,20803
28991,53033,20734
28945,52987,20664
28899,52942,20598
28853,52899,20534
28808,52859,20471
28764,52821,20410
28721,52785,20349
28677,52745,20287
28630,52704,20222
28582,52663,20155
28537,52622,20088
28493,52583,20022
28448,52546,19957
28401,52510,19891
28351,52472,19824
28299,52429,19757
28244,52383,19686
28188,52339,19611
28132,52297,19536
28077,52254,19463
28022,52211,19392
27971,52168,19323
27927,52127,19259
27891,52093,19207
27867,52071,19175
27863,52067,19171
27887,52090,19205
27948,52147,19290
28058,52244,19439
28224,52388,19661
28450,52583,19960
28733,52825,20335
29070,53113,20777
29451,53441,21278
29864,53798,21827
30296,54170,22403
30735,54547,22988
31166,54915,23568
31577,55269,24131
31964,55601,24666
32326,55912,25163
32656,56196,25618
32951,56451,26027
33209,56673,26385
33433,56862,26689
33623,57020,26943
33780,57150,27149
33906,57252,27308
34002,57326,27424
34068,57374,27501
34106,57397,27542
34114,57394,27544
34095,57367,27512
34047,57316,27446
33970,57245,27347
33870,57154,27218
33751,57048,27061
33614,56929,26878
33462,56797,26674
33298,56655,26451
33123,56504,26213
32939,56346,25964
32746,56183,25706
32545,56017,25442
32339,55848,25174
32129,55672,24903
31914,55491,24623
31693,55304,24334
31470,55115,24041
31248,54926,23749
31033,54739,23467
30831,54561,23197
30645,54395,22942
30478,54245,22710
30334,54120,22513
30218,54025,22354
30137,53960,22239
30089,53924,22171
30077,53919,22155
30103,53947,22189
30163,54004,22269
30251,54085,22389
30363,54188,22545
30495,54309,22730
30643,54441,22936
30803,54578,23154
30970,54720,23379
31137,54865,23604
31297,55007,23823
31450,55142,24033
31595,55269,24228
31729,55384,24405
31848,55483,24564
31951,55568,24703
32038,55638,24816
32108,55691,24903
32159,55724,24967
32188,55740,25005
32194,55743,25013
32183,55736,24996
32157,55717,24959
32118,55687,24906
32070,55644,24835
32013,55589,24748
31945,55523,24649
31866,55449,24539
31780,55367,24419
31686,55278,24288
31582,55184,24149
31468,55086,24004
31346,54986,23850
31219,54882,23691
31089,54773,23525
30957,54660,23354
30827,54548,23177
30698,54439,23000
30572,54332,22829
30451,54227,22668
30335,54128,22513
30223,54034,22364
30116,53945,22223
30014,53862,22088
29921,53786,21962
29834,53714,21843
29753,53646,21733
29675,53580,21628
29602,53518,21528
29533,53458,21434
29471,53404,21349
29415,53356,21270
29366,53313,21199
29319,53273,21133
29273,53236,21072
29230,53202,21010
29191,53171,20948
29151,53142,20890
29110,53113,20836
29069,53082,20782
29030,53051,20728
28991,53018,20674
28952,52984,20623
28915,52952,20574
28877,52925,20524
28838,52899,20476
28796,52870,20429
28754,52838,20379
28714,52802,20327
28672,52764,20275
28629,52727,20223
28589,52694,20171
28552,52661,20119
28513,52629,20068
28473,52598,20019
28436,52571,19972
28405,52547,19933
28382,52527,19904
28370,52517,19887
28375,52519,19886
28403,52537,19914
28459,52577,19985
28552,52652,20112
28698,52773,20308
28902,52950,20578
29161,53180,20924
29471,53456,21341
29826,53770,21821
30215,54110,22345
30626,54468,22896
31047,54835,23462
